Date,SB1 (Wide Buffer),Swap30 (Force Swap),Hybrid (Super Rookie),S&P 500
2022-07-25,141761.18199779512,109279.14694003356,129586.31823223592,109437.68368431441
2022-07-26,141453.82400753023,108873.09951558366,129601.08419674398,108142.92300860774
2022-07-27,144280.9733376694,110640.62752690568,132279.8031641817,110951.00499440597
2022-07-28,145174.5130677414,112021.77840771926,133129.74436825275,112342.6202185376
2022-07-29,147788.09816600799,114220.96065190567,135806.19875210285,113980.40299005194
2022-08-01,145584.42153408052,113231.0506577803,133478.88334148886,113642.88278544183
2022-08-02,146402.3439965439,113022.50325452103,134516.30084484577,112893.15486769413
2022-08-03,143808.75363780977,112402.60692273392,132257.06780117514,114660.99844883879
2022-08-04,142634.0663590622,111818.03144297376,130979.25072353841,114583.54670512026
2022-08-05,143660.67483379366,112544.02560553326,131840.47293346882,114389.85532772665
2022-08-08,144053.91319532396,112961.63091751828,131873.57174434187,114257.07458154617
2022-08-09,147072.46117658616,113619.65977193607,134595.835515399,113803.3590419019
2022-08-10,148302.2684695244,114901.95092965855,135729.68127955915,116193.66940526772
2022-08-11,150519.51048154832,115971.24472131504,137754.47578181745,116193.66940526772
2022-08-12,153528.23681898118,117675.98390298619,140166.23294963362,118160.70625500352
2022-08-15,151602.06753416063,117041.53691106572,138464.96898402693,118647.61919612497
2022-08-16,152045.92601342202,117181.15129609837,139337.34979319095,118880.02758564964
2022-08-17,152694.99967904092,116937.96246948018,139890.33334421637,118036.20935466803
2022-08-18,154508.3313402653,117934.94099845662,141605.47940897467,118379.25802966025
2022-08-19,154603.63951821328,117098.47565269246,141368.17469858646,116788.48497585015
2022-08-22,155535.84802575113,116537.61909312979,142599.19218515875,114356.67564570584
2022-08-23,157735.4321817875,116993.00229987875,144441.8169639063,114079.99519448345
2022-08-24,161676.8969034672,118715.00301227346,148558.90622400763,114445.20204964494
2022-08-25,165070.53767724038,120482.989516256,151647.10125422003,116060.87979935906
2022-08-26,164127.62710518838,118930.46348762288,150854.330387826,112132.35228972587
2022-08-29,162194.53377861978,118306.20209693685,149280.76797937872,111390.89935809496
2022-08-30,157031.43381447793,115882.43206727758,144197.64421152594,110168.0442362684
2022-08-31,154552.87561364175,115057.04622617498,142237.030853982,109329.79877430978
2022-09-01,153499.76346917154,114553.18986118809,140953.73611902716,109672.84744930197
2022-09-02,155844.6732439518,114929.10811442867,143068.36756205084,108516.42256934244
2022-09-06,154120.29972786905,114086.06055925862,140953.27474283698,108106.96137193954
2022-09-07,154677.45215935708,115450.78315447347,141509.15447687625,110049.08466604317
2022-09-08,156191.1132654667,116269.12309908406,142813.26903986456,110768.39713696111
2022-09-09,158002.49603600503,117306.3254711105,144695.71524349693,112489.22214067334
2022-09-12,156784.37398858072,117380.82503354088,143010.57053677083,113698.22064763196
2022-09-13,154917.2106585026,115225.66971241967,141373.55906216148,108754.34170979288
2022-09-14,158121.00675911905,116334.0323623325,143845.39598766807,109169.3225178497
2022-09-15,155442.11944146157,115286.64832718388,141431.89295498372,107929.89084460498
2022-09-16,153339.09272713662,114121.97942341343,139577.22820965294,107106.5208662546
2022-09-19,155451.33012337686,115119.84896458164,141989.28831402306,107937.12038279697
2022-09-20,154171.94315285684,113726.96308470026,140706.41429058553,106698.14941541741
2022-09-21,152301.42658181192,112021.33195197835,139094.719741025,104836.9154395648
2022-09-22,151832.70804162027,110998.95788745658,138094.60914913658,103956.31161719454
2022-09-23,144805.20556969644,107629.11212629096,131714.6964446688,102214.55107580136
2022-09-26,140928.15200371743,105978.34778875129,128280.62993923666,101203.38143929472
2022-09-27,144204.58798928262,107028.73989034431,131271.997046628,100945.04062539758
2022-09-28,149697.25078911782,110099.49662042395,136068.94496456624,102931.24992690726
2022-09-29,147148.00970406533,108048.08573081747,133398.9638969088,100781.13565413322
2022-09-30,146086.30528588296,107418.51746094481,132440.9588653231,99222.68288871083
2022-10-03,151342.5009645939,110675.10261890666,136908.5640746737,101842.29187701138
2022-10-04,157330.00461144448,114513.63608906046,142558.45151821617,104998.04731590992
2022-10-05,155842.72592873574,113923.64721953646,140904.27272717003,104753.58969606525
2022-10-06,156793.97270913125,114005.3108462073,141783.70086590294,103672.95979065525
2022-10-07,155649.3618769169,112982.50953662174,140461.7405387545,100781.13565413322
2022-10-10,156475.8029818058,112631.3073853232,140760.19361416344,100011.63282309569
2022-10-11,153426.19700188638,111762.813675759,137908.8059646273,99378.25085576114
2022-10-12,152801.26682229043,111213.44500869051,137123.90241161824,99050.44977296061
2022-10-13,157162.711333704,113287.07546942966,140961.040053525,101664.52143115088
2022-10-14,149470.85564370156,110206.49387019413,133753.5941764498,99347.70251300874
2022-10-17,151229.48119301797,111430.84455105798,135304.6553031588,101900.65976623783
2022-10-18,153434.33767647744,112741.80732039467,137739.30794445515,103097.93685281901
2022-10-19,153730.51035256387,112243.6624953367,137597.55210796837,102367.3282284761
2022-10-20,154462.36666436197,111760.35702963846,138390.19391170982,101508.95346410056
2022-10-21,158922.43389077188,114397.13161917703,142406.51518932823,103975.76758027003
2022-10-24,159108.8166727543,114571.57834006325,142098.06429974083,105248.05112559303
2022-10-25,161533.76010079385,115762.76592780129,144765.4574958468,106928.72384120958
2022-10-26,162428.16191430093,116096.74067746178,145195.28243557457,106123.11761785299
2022-10-27,163161.3257250309,116803.3134856321,145620.77636257652,105556.43168423079
2022-10-28,163241.65505166055,118866.86328104988,146015.86370007042,108067.68619693333
2022-10-31,166187.439723444,120137.6512811567,148626.8458739901,107287.0821264907
2022-11-01,166663.93308205606,120766.26675395027,149359.2207175875,106817.60513042052
2022-11-02,159582.95931191446,117352.83854655281,143690.55013195518,104136.89945661515
2022-11-03,161522.47160286905,118227.81085566536,145958.8891364718,103064.58883596283
2022-11-04,161503.74962563516,118821.86829928413,145935.36612621785,104548.02628291522
2022-11-07,161226.9528345585,118897.5023961927,145587.74841228966,105548.07696056039
2022-11-08,164142.77682442666,119883.71437319773,148315.37659374718,106117.57142801452
2022-11-09,159168.465404768,117875.46975594538,144258.0477074671,103931.3094642806
2022-11-10,163845.33699824335,121031.57850270288,149198.44716349128,109642.78639159928
2022-11-11,159270.3090403271,119261.29091839807,145130.1661461878,110703.95147420562
2022-11-14,162099.00832011225,119726.9442596914,147752.16791620734,109762.2332468742
2022-11-15,162034.15422083857,120451.85323819178,147953.95671549323,110698.39642463897
2022-11-16,159864.29078700067,119464.68854245203,145502.3145951319,109853.89599458777
2022-11-17,161466.23715617182,120062.17648037928,145989.867882638,109517.77562702954
2022-11-18,161554.81765391352,120712.86258099573,146070.63401880744,110015.02787093288
2022-11-21,162216.18229319574,120470.06560978908,146509.71392908576,109615.00228403794
2022-11-22,165705.68426539423,122315.2165001394,150182.38341227057,111090.07614759172
2022-11-23,165252.3070833874,122115.35396275538,149714.14668741706,111790.13642918225
2022-11-25,167353.9366800976,123192.98912320155,151708.16973200324,111765.1342762683
2022-11-28,164427.35071589472,121415.8286236288,148694.09520426276,109981.67099434855
2022-11-29,164777.8084566784,122085.79409298915,149143.6172074366,109792.77272989842
2022-11-30,168971.02459742548,124776.38675156611,153250.63264933112,113251.32709868356
2022-12-01,166068.9267885876,123336.71862956064,150224.36359873298,113168.00135518401
2022-12-02,167320.60983302118,124016.35584422128,150812.5064057398,113037.42668131948
2022-12-05,166033.332176466,122378.44903918283,149008.05689707282,111003.9684494448
2022-12-06,163589.52519251825,121454.64810534494,146753.95334330085,109403.8661018649
2022-12-07,163296.25005366327,121438.77547427194,146206.97463694098,109217.74093233401
2022-12-08,163216.78185679438,121635.68791319864,146108.09620752814,110073.37804070301
2022-12-09,160997.3882563305,120364.65074088113,144297.09902277472,109251.05351027746
2022-12-12,161887.82538249018,121290.55881583231,145501.5400322962,110826.18914385611
2022-12-13,162498.72747828485,121759.85516930358,146288.04499521735,111665.13452434068
2022-12-14,161260.6704867077,121527.77181134003,145052.53952494147,110951.19104869768
2022-12-15,160463.29290415766,119898.66911206025,143977.2444161463,108237.13735803615
2022-12-16,159691.94544627191,119401.47353823917,143288.3750084925,106959.27218396198
2022-12-19,158412.69997431757,118698.31591971652,142176.28088083747,106052.28409108226
2022-12-20,158900.92836405756,119125.72099288242,142551.60040369513,106197.41529834073
2022-12-21,160581.6022837353,120778.58045308369,144408.50213709357,107785.33551967799
2022-12-22,158220.08208491327,119626.43795697468,141802.46571054938,106247.64109737301
2022-12-23,158840.0297415018,120099.08797303456,142267.05950258736,106858.8117261692
2022-12-27,156695.06904432774,119799.93877286214,140140.9821481562,106437.40761518443
2022-12-28,154587.87476751805,117959.08930367726,138150.36449907784,105114.60589979931
2022-12-29,154919.66547033787,118638.77512425679,138605.68469713692,107006.71602834688
2022-12-30,155344.29537222386,118729.78206044453,138855.71760653023,106724.84377641306
2023-01-03,152885.83232586386,117744.59496926563,136776.0746621943,106275.55810085703
2023-01-04,153992.04410641195,119010.08027028339,138028.0982370234,107096.03094809368
2023-01-05,155090.66181080343,119068.01940166252,138883.42294023995,105873.69855022953
2023-01-06,159102.62545864584,121497.10796070832,142751.68883608346,108301.59188051985
2023-01-09,158972.2904729128,121238.5219163968,142748.96949862008,108240.21168371338
2023-01-10,159503.12477581503,122162.33818722505,143056.4557924128,108999.26889523088
2023-01-11,161195.76941578387,122808.2186684491,143966.26985643868,110377.87803839947
2023-01-12,163794.80395405294,124234.67039284486,146477.98616503243,110779.75530848333
2023-01-13,163795.93764011862,124393.27492890137,146525.42391680245,111209.51414313848
2023-01-17,163550.8264607668,123896.55589470643,146201.40771578316,111005.78469372098
2023-01-18,161919.39754383566,122581.35876259583,144930.25693605904,109253.22414368068
2023-01-19,160677.0450295687,121853.69163880128,143443.87122438912,108457.86862582427
2023-01-20,162134.7157162905,122889.57896992462,144952.54406069283,110478.34735592044
2023-01-23,163479.77643482684,123692.7306977536,146600.64403246407,111803.93102595299
2023-01-24,163024.28050510882,123758.92876827973,145857.09119127755,111683.92600780295
2023-01-25,162137.3453168154,123971.70791447419,145216.26796816353,111725.80594289303
2023-01-26,164123.42124073507,125398.88468189973,147182.24259661202,112953.70225005201
2023-01-27,164318.3834504366,125109.40196247834,146985.16411684518,113213.21254806846
2023-01-30,161738.07339947225,123833.20972653168,144711.43658541207,111792.76776845063
2023-01-31,164878.81887905597,125717.7712178399,147471.59088228707,113436.50427729957
2023-02-01,165565.18086521627,126664.96740199822,148331.09861849312,114642.07406945388
2023-02-02,163052.57134907247,124929.63629194039,145612.0259790278,116310.91904795487
2023-02-03,162772.6449231386,124216.74025007027,145393.23097322945,115074.6325782128
2023-02-06,163544.8790807009,123841.29862066048,146057.39056490426,114371.37393475059
2023-02-07,162216.20555775164,123937.37253816385,145297.37061403756,115867.19728169363
2023-02-08,161885.1815842867,123453.8090463044,145023.9743585444,114600.20299409197
2023-02-09,162504.98149387838,123228.07067922372,145567.36355303292,113606.72623475375
2023-02-10,164231.02755253317,123674.5438523652,147206.47451876168,113871.86246016223
2023-02-13,164168.25621693136,124335.65856794137,146884.79135988717,115208.60052796893
2023-02-14,162694.86243526937,124052.52900174874,145656.45590303902,115155.56619510468
2023-02-15,162867.91587536337,124369.1098428132,145896.6321344233,115529.52646170453
2023-02-16,161069.25905697347,123285.74239209908,144470.43105028634,113938.81542599166
2023-02-17,160670.81207172872,122745.42349225777,144015.16805361275,113654.17007913862
2023-02-21,159415.86387341024,121640.22379857796,143040.94233797555,111374.16333156967
2023-02-22,160642.05011456014,122020.38345128793,144134.22372911935,111220.67740064081
2023-02-23,161621.13932697775,122340.08869251031,145257.47136019234,111812.30346907974
2023-02-24,160615.6562165499,121554.97049030084,144215.31486605172,110617.88807469957
2023-02-27,161974.78101627828,122069.59599262018,145031.87912844185,110994.639155675
2023-02-28,162136.34329121115,121870.84749085206,144758.2283906794,110584.39830219258
2023-03-01,165893.117707181,123390.35485321778,147974.63148211007,110160.19451710406
2023-03-02,168374.83721058368,124419.22408651609,150288.83046053414,111016.95681095147
2023-03-03,170901.93469707965,126047.68395456094,152220.43689821725,112797.41664501939
2023-03-06,171345.4177636385,126048.15014510888,152511.0647401667,112875.57716699207
2023-03-07,168929.85740559103,124355.50488143701,150110.31388948922,111145.32541250008
2023-03-08,168989.0505360842,124562.47681670923,150209.92824648385,111326.71948718476
2023-03-09,165549.92821590902,122088.60969678659,147143.4521837092,109272.76870403795
2023-03-10,161444.84199039938,119745.63634340066,143921.6384248591,107696.02059993117
2023-03-13,159346.5053414583,118341.95575647135,141806.96937654977,107542.51694954597
2023-03-14,160730.3739938021,119480.12087013978,142815.9418420649,109320.20368869466
2023-03-15,157599.92551510336,117292.70100842256,140336.89294527535,108636.48960558971
2023-03-16,158992.39374630453,118569.03479931611,141464.31515596868,110542.52722683067
2023-03-17,155080.29156010153,116909.64368106623,138044.51084612374,109250.00806235263
2023-03-20,157803.55070202352,118552.50829685469,140378.3337297297,110300.50603223454
2023-03-21,160319.91649715902,119832.219764178,142074.77503298287,111748.79693751092
2023-03-22,156502.22708408834,117662.95373836298,138812.91707323556,109843.87564202021
2023-03-23,156723.30076687338,117603.89372527857,138916.90380953316,110140.81829158215
2023-03-24,157212.37964718344,118033.08267156858,139124.41427324776,110863.56833703257
2023-03-27,158419.21847240927,118435.49798166534,140114.74659060006,111070.86825690517
2023-03-28,158809.25312229636,118577.93963511725,140299.85270319466,110821.55550601982
2023-03-29,160872.47485920432,119782.98031348486,142162.87361917977,112432.33382605236
2023-03-30,160638.54507641317,120042.78432122488,142201.83475888733,113090.6559282036
2023-03-31,163355.02966694356,121131.24907458563,144289.33601773743,114684.62734388538
2023-04-03,163424.8019924593,121355.99649073859,144320.28981030945,115121.64229591703
2023-04-04,161917.4193249178,120205.8639822795,143582.18556989197,114482.93563194847
2023-04-05,160598.43252377035,120148.4855404689,143245.0788117743,114183.18444855457
2023-04-06,159694.45592693807,120243.24518593094,142373.26320661072,114628.58070344116
2023-04-10,161972.4111557436,121491.5605049922,144318.8241998053,114746.25561308078
2023-04-11,162265.30288700582,121460.67806980868,144624.74584210874,114777.07860740667
2023-04-12,162156.8128052187,121229.37383215685,144505.57479489807,114309.24066104913
2023-04-13,163764.98937431813,122189.78402777454,146186.62045300964,115827.56771756038
2023-04-14,163300.92644516472,121875.49549845478,145837.59602750305,115544.63229824539
2023-04-17,165509.43076149464,122707.3856562688,147669.1071015692,115959.24099771879
2023-04-18,166001.3569280291,122706.77864356776,147660.94661344052,116034.87649716118
2023-04-19,165695.23302856923,122368.76252837917,147063.92709363464,116015.26991870668
2023-04-20,165911.92607895375,122370.11030274173,147063.97838986877,115382.17146267378
2023-04-21,166977.71498314381,122933.95194489261,148080.22772229675,115471.81419236312
2023-04-24,166971.55189720634,123147.67782532475,147902.0479661322,115592.26219692198
2023-04-25,165100.6407682085,122121.7179921796,146027.54506696228,113757.37705266612
2023-04-26,162139.5429345751,120672.65428566716,143567.20664227966,113275.54959551798
2023-04-27,163201.76490036488,122344.75624985478,143784.48174298767,115530.64278745478
2023-04-28,162126.0523435259,122232.6091665723,142543.89287961487,116516.70395430931
2023-05-01,162945.96564690117,122742.59106774113,143164.8788644171,116399.04676412605
2023-05-02,161261.88472572804,121655.75355198643,142038.54125989438,115090.81930159117
2023-05-03,159324.86431137563,121065.6885397794,140559.6385003424,114300.84163873785
2023-05-04,156144.4159146929,119838.02189854404,137991.12954724793,113491.2396779737
2023-05-05,158684.06531921864,121746.8678364446,140197.25294888977,115592.26219692198
2023-05-08,158693.6222917223,121598.87086722156,139814.04157651428,115623.06747179152
2023-05-09,158635.3558541918,121194.3468976476,139577.55304349426,115116.02522825317
2023-05-10,158856.58791939262,121482.8655006673,139988.5616265631,115653.89046611739
2023-05-11,157737.00689903737,120558.35165713093,139103.89196790222,115452.21647363681
2023-05-12,163476.50298134328,122910.17441294453,144537.10022748474,115300.91889556755
2023-05-15,161824.06042534352,121981.82111626408,143543.80158561235,115698.7295504184
2023-05-16,157560.09479385853,119898.85191559575,140259.12954276564,114925.5233530031
2023-05-17,156925.29315048698,120021.77044791005,139749.40402549272,116320.62045030808
2023-05-18,157441.29361015797,120639.25169892094,140326.68859427932,117441.15457142484
2023-05-19,156581.9630075121,120443.97982523701,139680.42142814162,117270.27699408561
2023-05-22,155362.74021347525,119828.7018729665,138609.9789691115,117317.9068927622
2023-05-23,151949.72030457022,118431.76879420063,136221.8694148207,116001.26268845971
2023-05-24,150858.19261749747,117810.97912516378,135346.885971818,115160.85545282601
2023-05-25,151222.52290161612,119266.21866287492,139088.5749938822,116158.12417582379
2023-05-26,151603.40640588762,120399.66508592389,139740.22207716465,117662.46172154442
2023-05-30,152282.62553735735,120540.56441224835,140760.37791517738,117707.28308638908
2023-05-31,152279.08832880022,120018.05205549023,139903.3501060343,117054.56919217351
2023-06-01,152476.46108575823,120734.00889416478,141462.74752119544,118166.69543125082
2023-06-02,155327.37707086565,122730.22406228803,143262.36795881751,119875.52436301213
2023-06-05,154930.55257745745,122567.21012993596,143194.16228941444,119645.8093308531
2023-06-06,153929.27478738787,122549.81377583287,142282.79022291664,119906.36507679435
2023-06-07,153527.7045588112,121816.87700444004,140589.7604148722,119491.72979813641
2023-06-08,153903.29220529558,122245.54893315099,141367.77921751502,120214.47984358681
2023-06-09,153803.09347482683,122457.8427850034,141666.71179655555,120430.18764549888
2023-06-12,155525.1505961037,123496.46222147487,142910.18825605873,121522.73388530621
2023-06-13,155795.17795129778,124211.86150488399,143493.1743247843,122323.9013848464
2023-06-14,157331.66079278948,125128.30914165042,144593.96139219764,122469.57303552362
2023-06-15,157782.31626077654,126177.64417697451,144981.62406233314,123987.9178114912
2023-06-16,157286.73004098894,125755.21826073668,144667.5925796366,123565.60114850428
2023-06-20,156808.7725061989,124977.01310849212,144504.2125823832,122924.49349819987
2023-06-21,156928.12300439837,125004.67801690123,144492.8947456217,122294.65542213594
2023-06-22,157524.02191492083,124801.34599574111,145194.25737455848,122736.11795771215
2023-06-23,156721.81556650164,124194.98646338485,144044.39262846473,121808.2297660642
2023-06-26,155789.8798060036,123368.58867297194,142146.6974838114,121310.56111493654
2023-06-27,158141.1931337929,125527.44534964583,144092.66088942054,122640.52149068825
2023-06-28,157945.83148904803,125934.80720904372,143699.37376097206,122702.38011281624
2023-06-29,158660.03901620867,126112.92108962081,144136.45161131385,123185.98837532786
2023-06-30,161453.58427377703,128128.7021469786,146990.25870588783,124639.66599533554
2023-07-03,161276.32124658587,128736.90469649337,146745.7805183268,124783.07841532776
2023-07-05,159550.99604364397,128051.39509200596,145343.6436393595,124597.5025489438
2023-07-06,157752.35975214007,126729.20360122225,143945.45190504554,123621.83384324021
2023-07-07,157885.27748819353,127083.94741067907,144322.10713270667,123309.71447931201
2023-07-10,160159.6249193764,128346.34104722044,145574.31165388587,123621.83384324021
2023-07-11,160416.99623819353,129578.73737165473,146093.68302610877,124409.10928899972
2023-07-12,161883.23503442766,129984.18578248999,148093.56364897254,125410.09023810344
2023-07-13,161572.45216699602,131782.5656321909,149146.71456984046,126405.45411954325
2023-07-14,161866.9991983986,131017.16443475745,149011.13493803504,126326.72657496731
2023-07-17,164392.63289972307,132660.81231721898,151553.40768888954,126765.36285725526
2023-07-18,163830.09150262835,133103.37829017662,151666.09639051917,127707.31143751925
2023-07-19,163280.66045709612,133525.39252662682,151111.3765075541,127991.30116448723
2023-07-20,162977.24718805315,132296.91281681083,150168.0860259867,127142.14051741522
2023-07-21,163125.2187990761,132469.8734607794,150152.02027586463,127142.14051741522
2023-07-24,163217.76990839007,132530.72273762725,149976.12781599525,127710.11997135117
2023-07-25,164212.09123559954,132715.97000058196,151032.20890120033,128058.78571400726
2023-07-26,162809.3094744301,132325.3777329733,150902.9289596415,128078.47203001534
2023-07-27,160694.46884103777,131186.28158257506,149787.22203138832,127229.29366348697
2023-07-28,162347.40465736392,132712.5918698146,151748.21694176202,128474.92714645521
2023-07-31,162505.39279365542,133551.666011317,151713.32289879327,128719.54424140704
2023-08-01,161438.3913021088,132055.68956051132,150324.09276192193,128351.20104247106
2023-08-02,159360.20071220398,130183.83151260635,147860.61590950494,126565.74432171161
2023-08-03,159436.73486518863,129299.98643127702,148177.03579704766,126203.03590989586
2023-08-04,158327.06815528873,128312.57071750902,147134.03493492608,125632.23906239978
2023-08-07,160958.1110401154,129803.80016569397,149476.3973311663,126728.81647852738
2023-08-08,162547.67833137515,130089.99845827362,150858.58515923028,126177.71480676756
2023-08-09,161800.45256614685,129340.04291936658,150300.95403664117,125334.18008708759
2023-08-10,161625.8433055878,128966.49193892263,150193.1299094439,125379.1697867676
2023-08-11,161633.0520191193,128787.40415426038,149858.67815392022,125306.07702931187
2023-08-14,164052.80679893497,130063.19927352689,153122.44023506646,125997.76486777565
2023-08-15,162055.14400291443,128485.41107696318,151608.94787971978,124530.02685915193
2023-08-16,160387.78173255923,127077.21188695691,150067.92714684014,123616.20791584818
2023-08-17,157350.6188335419,125500.85575254224,147245.25584023003,122674.26819531235
2023-08-18,158172.63850593567,125833.27745050214,147702.34125511648,122733.30942388023
2023-08-21,159107.26241874698,126627.7022068479,149645.47475807669,123531.845584152
2023-08-22,158091.71470832828,125767.58341105244,148143.4639128924,123197.2579495683
2023-08-23,160138.31169319156,126982.8096720197,150513.98458855157,124569.39063143992
2023-08-24,156701.92014122012,125127.15925248884,147621.15871803765,122842.96627952016
2023-08-25,157489.37145805362,125732.92967923902,148337.40744392877,123708.98698931199
2023-08-28,157027.38357353213,125950.34328992628,148032.01768867974,124493.47162069591
2023-08-29,159807.11568260196,128000.31249730848,150813.2958029986,126293.00644952772
2023-08-30,159832.48052024844,128413.79497545026,150979.16485970025,126813.16995049539
2023-08-31,161129.73690986636,128632.68764753126,151713.97876732354,126627.59408411142
2023-09-01,159956.89359855655,128175.49640626692,151057.41949074273,126863.77671783928
2023-09-05,158343.97210884097,127316.99963853622,150185.50691978936,126315.48357991138
2023-09-06,157773.0685977936,126655.69627568984,149124.80299370294,125466.34065229572
2023-09-07,158215.31226158145,126444.00936601424,149207.32780067925,125081.12853091178
2023-09-08,159852.95033454898,127235.06298227096,149810.65385544303,125269.51293112767
2023-09-11,160328.61293220523,127523.10741056227,149701.20366775992,126093.37019452773
2023-09-12,160433.01456260684,126589.54334701561,150280.38448822504,125401.66463660762
2023-09-13,158393.04257392886,125967.00428054832,148489.8345805407,125547.88559043178
2023-09-14,160455.0605106354,127620.94274817966,150528.68439590934,126630.41147767153
2023-09-15,157942.14468574527,126018.91270915531,147722.65114700797,125104.72198704565
2023-09-18,157319.05401420596,125682.5721047213,146865.16626465323,125178.09825580304
2023-09-19,158119.34589195254,125743.93314292931,147613.44969666007,124918.49050077664
2023-09-20,157046.13999391557,124671.20450405145,146335.56268799308,123770.06595536045
2023-09-21,154141.9224531746,122460.54091571832,143563.4785357714,121724.35471941772
2023-09-22,154417.88175798417,122380.49992195153,143367.2000552416,121450.65999659077
2023-09-25,154903.51066041947,122691.78487394357,144044.04528152948,121961.38788705051
2023-09-26,153260.2981627083,121560.8679923823,143099.69344055656,120169.60532037308
2023-09-27,152515.3403228569,121353.79577709222,143249.45364487174,120217.58074844857
2023-09-28,153000.2992194939,121730.04358789467,144341.82487976554,120914.53126544916
2023-09-29,152445.826246624,121308.17280313515,143637.13443481925,120621.07934878871
2023-10-02,151670.40071332932,120724.95325479531,143709.28257858756,120573.10392071323
2023-10-03,149231.8877471733,118805.44578561807,140538.77871048453,118959.10951935267
2023-10-04,150513.470777874,119675.35389682793,142341.0159121752,119825.36944180525
2023-10-05,150814.08792341233,119846.9489667132,142345.774281621,119780.21140728985
2023-10-06,152633.31138456345,121263.68336731935,144436.3555003405,121202.35725471753
2023-10-09,154096.72513425827,121845.1560960486,145437.67165863517,121978.30110813936
2023-10-10,154799.19508970264,122512.73493752505,146074.90963470942,122613.18036953572
2023-10-11,155710.5201896477,123416.9435651114,147494.8351756335,123115.45607931512
2023-10-12,155125.1254981804,123050.45766125704,147298.08463776115,122364.86876793431
2023-10-13,154758.40889966965,122103.49750062014,145963.71116364005,121755.39034721983
2023-10-16,156085.0994361687,123260.97478055026,147323.72454941276,123036.44502343754
2023-10-17,157251.90106046677,123574.61993359591,147520.62108337882,123030.79251686095
2023-10-18,155418.07231367115,122099.3318591025,144736.17602264884,121391.38841509032
2023-10-19,153452.56364286423,120496.99538273836,143155.81207764152,120324.80117883999
2023-10-20,151449.07509458542,118654.63105244661,141074.1385699511,118846.24544211284
2023-10-23,150420.40637815476,118219.38645474458,140907.04781067374,118640.26562173851
2023-10-24,152092.47123712543,119284.54868315722,142905.40483963492,119534.7349187049
2023-10-25,151604.0255545998,117191.89856719042,140928.4075213671,117819.14601434495
2023-10-26,151052.66786951065,116123.17749465014,139684.12914764884,116408.32289952679
2023-10-27,152898.80221551898,116572.72683836962,141284.3870097399,115880.65520879367
2023-10-30,154906.78151315692,117668.79800520922,143261.50695908073,117266.10406211448
2023-10-31,156050.85915369037,118224.07725716615,143376.61983215812,118002.56896678206
2023-11-01,157027.25026697162,119200.98520577456,144879.1409045458,119261.04019587795
2023-11-02,158146.47636789325,120729.99349921252,146452.4839907885,121546.58427355722
2023-11-03,158745.97746271137,121541.56210423971,148168.69731628898,122655.5121507628
2023-11-06,159585.26637609483,121655.36379987265,149182.81583656793,122937.67677372645
2023-11-07,160737.51793249135,122010.27445966269,150326.87649788384,123287.56515887087
2023-11-08,160852.437732296,121917.13242169881,150763.37622322564,123377.86350844527
2023-11-09,159506.9809833336,121645.47439317251,149726.34254707815,122415.6704492981
2023-11-10,161926.89385063175,123544.67139195943,152453.55394997125,124325.94302060737
2023-11-13,161169.37129814152,123479.95942693259,152014.3913294268,124207.43529651916
2023-11-14,163025.03354103092,125286.39962773825,153866.2409655047,126617.14846459137
2023-11-15,160650.18276054386,124643.08146733785,151378.17112221246,126885.20840029811
2023-11-16,159715.48808509827,124219.60272069479,151107.64778007986,127040.40425876502
2023-11-17,159998.30442649845,124733.74479932332,150970.35077919488,127198.40865106386
2023-11-20,161231.55848533634,125732.54275411154,152238.53096260552,128177.53265075624
2023-11-21,160901.2276442719,125344.7643006661,151892.53759254937,127898.18542135271
2023-11-22,161160.21470481876,125656.9685433724,151760.50556435113,128391.97351153908
2023-11-24,162345.41291648868,126327.1639156487,152298.41682686334,128470.9757076885
2023-11-27,161713.46294242862,126489.0593031552,152246.9375254107,128239.62162581681
2023-11-28,160121.58764869694,126055.52685152554,150732.569212575,128366.58153058538
2023-11-29,159764.75291664127,125528.24234269644,150642.22860588555,128276.283181011
2023-11-30,160245.87430412296,125569.83676111723,150582.3047061587,128781.3762843505
2023-12-01,161447.87575752262,127182.86882769133,151798.0427852297,129543.22431024359
2023-12-04,161258.05160362247,127327.46840903783,151646.6028323794,128863.18701433185
2023-12-05,160394.29610282902,126477.79106757665,150838.5730624819,128837.8038931063
2023-12-06,159629.75894386295,126249.60168181921,150485.7251353884,128318.62382196623
2023-12-07,160146.556574173,127032.85168754126,150643.72966724876,129297.73010220229
2023-12-08,161442.02296778682,128096.27245240714,151508.0107710982,129853.60716744923
2023-12-11,163355.4202935696,128953.3682452538,152094.940857997,130358.69141106056
2023-12-12,164483.72100996974,128989.39132175947,152303.92010222917,130954.05628478993
2023-12-13,167473.17143416408,131556.37582214858,155276.95929442887,132759.94353872427
2023-12-14,165762.2909172392,131845.6098720982,153213.88221515183,133186.016726458
2023-12-15,165361.41169436934,131145.0176013043,152645.2625633574,132966.70301517812
2023-12-18,166353.24073680403,131830.32952360655,153466.9783912993,133714.66784701872
2023-12-19,167031.9110420561,133660.1061485913,154199.91026843552,134527.76940041257
2023-12-20,164210.4004257536,131212.85402082707,151437.4256187773,132663.576275349
2023-12-21,166007.8239200926,133397.3786199024,152624.66244281296,133921.4893415698
2023-12-22,166383.9217213011,133830.22385381963,152982.6138244963,134190.6213043859
