Date,SB1 (Wide Buffer),Swap30 (Force Swap),Hybrid (Super Rookie),S&P 500
2021-03-17,110326.42599684237,103425.9512421179,110326.42599684237,107658.50851083208
2021-03-18,108031.92008787631,102667.62403645994,108031.92008787631,106092.1528678763
2021-03-19,108429.84499174595,102798.61311498166,108429.84499174595,105895.8301512143
2021-03-22,107615.49830061434,102528.3288780737,107615.49830061434,106741.4203278312
2021-03-23,105149.66041380406,101711.92526402952,105149.66041380406,105901.27888404281
2021-03-24,105164.60252577304,101717.40474095823,105164.60252577304,105362.91750140072
2021-03-25,106356.98847776889,102111.63378682615,106356.98847776889,105955.65103586171
2021-03-26,108587.34594160557,102830.21507737637,108587.34594160557,107663.1332889402
2021-03-29,107737.45341688632,102507.92971404555,107737.45341688632,107608.75227739313
2021-03-30,107704.79958921908,102575.71660804035,107704.79958921908,107323.25639663513
2021-03-31,108087.11839872836,102642.91595511677,108087.11839872836,107758.29562928346
2021-04-01,109205.91429716586,103251.80355357411,109205.91429716586,108921.95890716316
2021-04-05,109629.21248442172,103124.79644049885,109629.21248442172,110485.33768145165
2021-04-06,109743.75726133822,103154.41059189083,109723.33633656024,110420.09464316026
2021-04-07,109050.77496916293,102835.04262422802,109341.7239555788,110547.87850264924
2021-04-08,109194.54467588902,102639.66999506237,109467.06342548846,111072.62248308411
2021-04-09,109253.13165480136,102678.86672567608,109678.91058201312,111880.11582854229
2021-04-12,109276.97390944004,102562.99877046826,109786.1728958559,111920.95031570755
2021-04-13,109512.45703321933,102429.9594800401,109998.37622684955,112252.61423999302
2021-04-14,110746.67681318759,103086.55614732983,111273.3358292055,111869.27152125433
2021-04-15,111628.46520430088,103351.18668817762,112290.92436832904,113071.00505110824
2021-04-16,112448.86046797274,103462.53968198065,112823.22951359271,113448.9521953875
2021-04-19,111091.98777967929,102913.48761994604,111459.5668549013,112891.56897635055
2021-04-20,111082.65850645541,102470.12419659857,111532.68743366718,112065.0360750412
2021-04-21,112994.31495100497,103645.55674702887,113028.21378941058,113125.39492238346
2021-04-22,112397.2644291544,102679.86472470526,112091.66326756,112092.21772108655
2021-04-23,113431.54673582553,103275.41031548742,112989.1759590578,113307.55979341948
2021-04-26,114420.56400114535,103763.31405789618,113858.88289875507,113544.10567600257
2021-04-27,114157.51069075106,104022.42275292639,113605.52944035052,113519.62624705103
2021-04-28,115389.79046446322,104485.00642641309,114933.8397468996,113487.02244736171
2021-04-29,114399.31427198886,104559.40531397107,114080.13316959857,114210.24205840546
2021-04-30,112473.6330052042,103497.78578729871,113198.17211002826,113459.80536240363
2021-05-03,113068.24357038975,104201.03692121747,113866.50288242816,113704.53763382176
2021-05-04,112440.37777525425,103923.45323152783,113427.78679127216,113003.05093599485
2021-05-05,112890.9563809061,104744.15935678723,113823.07542652606,113038.40125141888
2021-05-06,114346.21033674717,105188.80252489331,115352.04958958148,113941.09237613303
2021-05-07,116366.37630850314,106449.96040510418,117276.18502850055,114770.35407372074
2021-05-10,115949.18233877659,106170.5346796656,117094.70108837604,113633.85472243004
2021-05-11,114687.25630194186,105491.9182160044,115861.87534756183,112619.69049779979
2021-05-12,113485.41854483126,104291.36002166274,114869.55720562457,110227.06774537991
2021-05-13,114621.0167160654,105259.07280166152,116020.67573208331,111551.15412135064
2021-05-14,116869.1848145151,106998.98925025466,117976.87362331866,113264.0585280731
2021-05-17,117608.62716299533,107519.2179011965,118816.22585339069,112975.86928994949
