,Day 1,Day 5,Day 10,Day 15,Day 20,Day 25,Split (1/10/20),S&P 500
2022-04-12,147951.92440483335,136972.68760698324,144439.26344811212,150641.94793572667,133987.03910497433,159822.33257031688,142126.07565263993,120734.98887395335
2022-04-13,148618.18336174253,137920.2373163033,145632.0357946087,151288.83789696937,134625.66911748654,161119.27858090648,142958.6294246126,122117.82410746212
2022-04-14,148615.07079765562,138049.4050103951,146033.65289818536,150850.45298257115,134535.51171544797,160999.4571583296,143061.41180376298,120597.25553972225
2022-04-18,149158.43626854185,138807.7307779122,147190.34490334283,151790.49518114334,135301.3007283569,162016.07861066112,143883.36063341386,120646.83457859766
2022-04-19,148832.79979393247,138419.56235139852,146869.00709664117,151196.82673937088,134711.42073301083,161895.81269574413,143471.07587452815,122594.39774580163
2022-04-20,148577.54985496763,138094.55268495565,147215.26379143487,151700.48050600296,134640.06067196617,161353.44350171337,143477.62477278957,122503.48807498308
2022-04-21,143814.23966285947,134941.80544298177,144254.87543999444,148104.01752763992,131409.62639538536,156746.4979183699,139826.24716607976,120671.6152383072
2022-04-22,139128.4329764581,130331.41437929159,137718.14483010065,141722.6519003511,125410.22025982628,150703.40330624828,134085.5993554617,117360.48674637823
2022-04-25,137704.3367049432,128509.60233705526,136265.59752022516,140476.2356062532,124814.38821331749,148805.06349180473,132928.1074794953,118040.88729114519
2022-04-26,136204.6093184686,127363.70671861654,133510.363499992,137869.93392854935,122933.96043698082,145885.39644621147,130882.97775181381,114622.34345480493
2022-04-27,136860.49294731382,128022.51987855916,134216.8022664715,139040.35772615677,124144.12004391442,146574.23701093925,131740.47175256658,114944.61606722337
2022-04-28,138736.46551201108,129645.35770814901,135774.45269142877,140368.28226763016,125363.28055874594,148187.98305128346,133291.39958739528,117848.07302684108
2022-04-29,134766.2679335809,126901.54223268514,132361.14161049615,136880.75018602615,122449.54289166222,144118.76760862602,129858.98414524643,113492.93188605538
2022-05-02,134428.02804829838,125894.30479066854,131972.01606499444,136748.37980943924,121495.11820141564,143812.0467014147,129298.38743823615,114176.07894655706
2022-05-03,137971.0249698377,128180.1731416512,134575.2612241436,140568.937335074,123723.79353253136,148362.88101385368,132090.02657550422,114699.45852885277
2022-05-04,140854.5911281324,130551.8176729012,137244.77516686212,143553.70782762772,126029.42120281945,151645.88425634635,134709.59583260465,118192.41522214706
2022-05-05,137520.91588475468,126850.11727540976,133392.46426903497,139454.9313078523,122858.31767193566,147201.77744863761,131257.2326085751,113991.5130891852
2022-05-06,138058.82256200077,127475.1265680123,133541.76773201715,139881.7247305513,122980.06979290732,147780.78388975395,131526.88669564176,113311.12140414643
2022-05-09,131201.08602025275,121563.88826387412,128369.70133721124,133006.71618181473,117975.9652206112,140441.6667041613,125848.91752602505,109683.20447154026
2022-05-10,131965.97472264533,122344.78553407676,128685.90244614374,133802.98147875076,118027.71935192833,140819.42541692985,126226.53217357246,109936.63699602765
2022-05-11,132021.37989308598,122540.82641237265,129227.0104745556,133584.86894518143,118174.88085476647,140719.69894979728,126474.42374080268,108190.16307924461
2022-05-12,131383.7399242139,121446.79477327353,128532.30713974725,132655.99281984573,117419.9794227291,139853.20701025258,125778.67549556342,108077.20154499482
2022-05-13,134453.10440327885,124202.82922761924,130861.43735062372,135190.66841799024,119137.6976234127,142742.45099256767,128150.7464591051,110661.10582874429
2022-05-16,135775.7967708326,125399.12366884238,131873.8239434887,135725.7271661592,120245.87008969078,143859.16061971916,129298.49693467068,110212.10366448988
2022-05-17,138450.96074559452,127675.3108674813,134050.53882920038,137676.30991075758,122198.88769833336,146721.3901729418,131566.79575770942,112479.20178810577
2022-05-18,133828.64866521122,123182.50318544394,129799.88655030023,133207.96648500685,117681.9957725216,141340.6903304888,127103.51032934435,107944.97896168947
2022-05-19,132871.9988811231,121449.24130647666,129084.0129922558,132788.2896699739,117088.52167813072,140619.4788322283,126348.1778505032,107283.87490489082
2022-05-20,132388.45529820683,119939.18408983237,128299.13827835809,132862.1129007173,116749.9921386982,139759.02147672905,125812.52857175439,107330.69856830337
2022-05-23,134912.72201802494,121885.82757204062,130457.17757355463,135605.7423486543,119062.08730776559,142943.6180724932,128143.99563311506,109338.86227623429
2022-05-24,134564.83457829716,122190.7907678414,130517.66165482294,135621.93940065627,119058.52963717232,143135.72663687004,128047.00862343081,108504.18728473075
2022-05-25,136166.52309300666,123719.5036584664,131490.2251771618,136751.0022706819,120405.58262331734,144990.31352022898,129354.1102978286,109462.80987342283
2022-05-26,136978.96762730842,124861.30086534507,131307.21951996576,136749.6204461885,121171.24992068062,145138.001851833,129819.14568931826,111650.037547528
2022-05-27,139135.58237721684,127130.43895738608,132923.0587571789,138480.38538835768,123144.37747652779,147738.78236178172,131734.33953697453,114390.95393402055
2022-05-31,139042.97335316899,126834.64404314048,133209.45727478754,138112.7323007417,122815.71224673043,146834.51727465403,131689.38095822898,113749.11978600566
2022-06-01,137245.66227576497,125370.06232088096,131061.1257127453,136468.66287325148,121719.22111971627,145415.83571413768,130008.66970274218,112829.02815515299
2022-06-02,137615.21962210897,126529.46582048423,132101.31869446527,136806.7725114656,121893.72782595406,146420.75151232493,130536.75538084276,114977.71601169057
2022-06-03,136298.27137229207,125182.06332414634,130697.39000641595,135630.91140840773,121340.2560890461,145445.5322473408,129445.3058225847,113090.72680602901
2022-06-06,137050.5626473165,125118.74407795913,130590.45528351556,135801.32936952834,121544.75370867501,145766.80585268748,129728.59054650234,113435.08672079134
2022-06-07,137456.08092162374,125145.18318394666,130963.67715393793,136575.25327013258,122201.29593737374,145902.43713549388,130207.01800431179,114523.1765173259
2022-06-08,136184.46564528707,123837.10996274,129193.17080628168,135283.74340914015,120968.75495226632,144023.90144137156,128782.13046794501,113278.05689859192
2022-06-09,132338.88813063863,120341.95728138929,125769.96581970941,131956.12374208693,118441.361420467,140070.52672365916,125516.73845693834,110583.98189496828
2022-06-10,129847.48060748342,118023.95812729842,124392.73488113415,130461.6933946443,116577.7294472004,138402.370702541,123605.98164527265,107377.5310914441
2022-06-13,124654.68290087942,112715.87380532271,119032.40143653881,125576.58284471754,112191.29848559151,133853.70571688426,118626.12760766991,103300.59427512717
2022-06-14,125192.54983947042,112956.72380665784,120155.00476428997,126360.62376116042,112743.90390856515,133730.80955294383,119363.81950410851,102989.31658537571
2022-06-15,125822.89236685995,114081.40069798476,120305.46027729046,126402.76817363029,112590.0727699543,133863.8867471577,119572.80847136823,104457.55959850547
2022-06-16,122701.98245665792,111276.82921818738,117571.69075366986,124222.23930018669,109129.49810107003,131236.01302508128,116467.72377046593,101000.43164595676
2022-06-17,121519.29505965475,110206.73457936292,115223.98619052899,122977.76459162956,107070.45358355294,129985.71949175608,114604.57827791222,101218.15946589306
2022-06-21,124744.0638537145,113432.09229210859,118555.00878211987,126547.00367396598,109904.06837378751,133178.8415468098,117734.38033654063,103766.19956998422
2022-06-22,124130.13621852163,112697.5640938664,116946.12548133862,125927.61598628288,109129.3345004202,132608.155442989,116735.19873342682,103578.08096161362
2022-06-23,122446.01958606008,111326.98171929365,114758.98221275341,123888.62087672477,107607.30500518094,130554.10679796946,114937.43560133148,104593.40581063501
2022-06-24,126177.18291136983,114377.8034594441,116814.60011455548,127192.60361521965,109617.57509146939,134328.96046236766,117536.45270579825,107918.83390384076
2022-06-27,127764.8160929418,116136.66345910078,118680.65728828442,128859.2246250463,111246.79575263272,135582.48266742006,119230.75637795299,107506.617330975
2022-06-28,126930.56795642141,115154.06426743513,118244.25179168713,128126.49921458488,110458.47843085538,134793.0266890265,118544.43272632132,105309.92746717736
2022-06-29,126323.25768325094,114220.20392827039,116909.4062306596,127254.4673847509,109430.2528849722,134083.90176532045,117554.3055996276,105224.18301788568
2022-06-30,125647.7158112264,113560.08567646985,115592.34147998822,126178.93363993888,108287.20366965543,132660.7679667212,116509.0869869567,104369.29012668348
2022-07-01,126651.44215166334,114631.52281025893,116408.46394321453,127854.08217280632,109734.12386237393,134341.39602420107,117598.0099857506,105473.16795882849
2022-07-05,124096.90833437208,112741.84771794564,114284.77682754528,125107.6490139318,107645.738856423,131920.16038653627,115342.47467278012,105672.35236769148
2022-07-06,124732.52742922072,113265.96296757943,114489.48652145398,125866.85456507927,107978.26717864285,132500.66209552065,115733.42704310584,106029.2487978235
2022-07-07,126093.11131441359,114500.99922627694,116356.91325828564,127388.02845805412,109721.00042449246,133829.39553210512,117390.34166573056,107617.27533589887
2022-07-08,126114.02329027418,114532.74235219246,116537.85417816174,127302.65101664787,110240.92830573331,133986.89967868105,117630.9352580564,107528.7400722316
2022-07-11,126302.34598314528,114674.75404423958,115684.71774266972,127593.79225581413,109914.43402014981,134269.8607992865,117300.49924865493,106300.40077866378
2022-07-12,125427.54389917616,113996.56358021981,114981.10285733952,126654.72084468132,109432.07468329679,133267.86343333498,116613.57381327082,105359.73685898539
2022-07-13,125672.7876411653,114238.2517935682,115215.10417913212,126701.41835063224,109967.38462935697,133575.1108145453,116951.75881655146,104806.42911490961
2022-07-14,122082.20485079054,110953.63444585091,112112.98048375858,123128.57196849113,107631.18109236966,130605.15620944275,113942.12214230625,104551.91570358469
2022-07-15,124189.01929628615,112899.21293706185,114228.4923245789,124990.08193907981,108780.30695830594,132869.5013251044,115732.60619305698,106549.37685987844
2022-07-18,123127.66050684218,111962.27150792367,113210.53501676334,123517.6231072927,108360.7720938803,131584.57216593996,114899.65587249526,105669.58813250043
2022-07-19,125663.56906282667,114296.87797612435,115823.01341604008,126097.08609328514,110775.25103865872,134146.22445819154,117420.61117250849,108524.69755545924
2022-07-20,124524.30252992873,113037.97296208626,115078.70014165653,124446.63157973533,109690.13269292128,132802.65381381288,116431.04512150217,109216.33223555394
2022-07-21,123609.22882234816,111837.57276601082,114271.6968419434,124042.10729537254,109126.06992970717,132699.26299426332,115668.9985313329,110328.52935245665
2022-07-22,123187.20173609022,110620.10957783944,114037.59852765812,123647.14663253074,108104.53675709973,132317.22072169557,115109.77900694935,109304.86749922123
2022-07-25,124551.8594242311,111845.51361150033,116780.41470502628,124429.1478112722,109064.29507313979,133574.20592586772,116798.85640079905,109437.70140377078
2022-07-26,125098.2533832765,112239.42779225594,117040.4771897675,124624.10934005027,109689.59894429457,133702.31790630595,117276.10983911285,108142.91414887957
2022-07-27,126626.61707651381,113632.43619221932,118593.3842790009,125777.09365020042,110742.94689046156,135697.12897197975,118654.31608199207,110951.00499440597
2022-07-28,126477.24942934279,113327.44035023934,118202.03044103397,125191.37344680076,111043.65123997939,138227.4234284617,118574.3103701187,112342.59363935306
2022-07-29,128005.2945362306,114755.17629689461,119980.06457303776,126511.68901000266,112310.99402486096,142738.41631023661,120098.7843780431,113980.4207095083
2022-08-01,126150.94263046508,113371.9823996473,118290.2883603455,124988.98926100974,111000.91611348403,141596.83755581157,118480.71570143155,113642.87392571366
2022-08-02,125676.44724052673,113160.00957555062,118253.03958677067,124900.76665053611,110762.81043874037,141329.27661220802,118230.76575534593,112893.15486769413
2022-08-03,124948.06588905578,112858.24847096688,118065.35779737248,124680.68485579734,110156.88687382948,141145.4222039439,117723.43685341925,114660.98072938244
2022-08-04,123647.30371254211,112245.51464909798,117403.13680051579,124570.98717055564,109939.47992573988,140821.3659714915,116996.64014626593,114583.52012593571
2022-08-05,124894.74036567932,112849.1070071078,118256.81954740299,125014.64604506736,110371.74975835097,142005.6208390452,117841.1032238111,114389.85532772665
2022-08-08,125942.87395828491,114014.92931183345,118800.69724630131,125536.9805367971,110509.40478383315,143249.09243480937,118417.65866280645,114257.05686208983
2022-08-09,127332.0791775537,115332.97662647729,120394.60106252445,127217.9159425283,111953.4115205885,144702.52991955058,119893.36392022223,113803.36790163009
2022-08-10,129252.31491630798,116747.60856064326,120743.10591075195,128012.82547698265,112242.71929036391,146281.5145577647,120746.04670580795,116193.66054553955
2022-08-11,130993.28511207824,118245.60672577388,121593.40380332245,128576.82327208763,112774.63458501112,146990.19694988505,121787.10783347061,116193.66054553955
2022-08-12,132708.9308335138,120593.53458221919,123809.9291844107,130994.73257003074,114456.74548207533,149968.9761666514,123658.53516666661,118160.71511473172
2022-08-15,132240.91794746643,119677.25916584498,123849.52048537506,130031.1202496267,114045.05769597304,149658.30774776713,123378.49870960484,118647.61919612497
2022-08-16,132916.50486725097,120009.12728127008,124067.93377921356,129870.99437987573,114812.20982609999,149990.30171673076,123932.21615752151,118880.02758564964
2022-08-17,132616.69201439148,119902.91859062678,123269.17157504334,129799.21779906518,114429.63957082045,149718.7765549876,123438.50105341843,118036.22707412438
2022-08-18,134001.0579830957,120893.7985802508,123405.95499751343,131098.61087310084,114508.5980592848,149685.0760659434,123971.87034663132,118379.2757491166
2022-08-19,132953.29282158142,120111.01012810235,122072.95857283844,130482.65770995386,114291.82272206555,148905.39422695414,123106.02470549515,116788.48497585015
2022-08-22,132869.8413235498,119588.68586643702,121043.59325358643,129904.53513610132,114128.62853387129,148212.9090852,122680.68770366919,114356.65792624949
2022-08-23,133551.9940163446,120232.96498783595,121231.50833747162,131124.99004637962,114653.23497632277,148213.03833477275,123145.57911004634,114080.00405421162
2022-08-24,136084.8799626184,122352.3440037585,123121.29032084717,133744.82443129783,117077.48796990645,150545.58209697978,125427.88608445735,114445.20204964494
2022-08-25,138619.24098747497,124632.63339241511,125891.09313437714,136416.89861953026,119065.65041592848,152882.26202228322,127858.66151259355,116060.89751881541
2022-08-26,137223.5126263452,122927.72916134364,123988.55557486786,134544.76528060206,117599.28533986342,150758.78825595634,126270.45118035884,112132.3434299977
2022-08-29,136722.9610916925,121983.66814526088,123218.19809291138,134323.82348143822,117162.23718598616,150478.1380999352,125701.13212353003,111390.89935809496
2022-08-30,133456.76068657165,119197.46792610652,120834.38260409607,131097.3617390371,114404.72899773848,146850.57347514882,122898.62409613542,110168.07081545293
2022-08-31,132847.86632126098,118311.05475433833,120020.79956862702,129736.52454268701,113558.22283414137,145635.0613119866,122142.29624134314,109329.77219512523
2022-09-01,131827.31818356042,117981.29577167994,120103.5765900351,129005.89554106958,113240.77351239455,145190.4968512322,121723.88942866334,109672.83858957379
2022-09-02,132643.1477981997,118707.37698849208,120514.50219199432,129938.00119292505,113778.24129155409,146160.98731448906,122311.96376058269,108516.41370961427
2022-09-06,131517.25686802392,116850.57422761209,119296.89779803528,129025.73946273097,112347.84842828047,144631.66257121818,121054.00103144655,108106.97909139589
2022-09-07,133804.43211712365,118506.64038972148,122188.87319991364,130440.04860579736,113941.44797566664,147146.80674197926,123311.58443090129,110049.11124522772
2022-09-08,134876.31783833035,119461.90620927102,123435.38673541321,131669.43022429713,114853.82761719954,147985.5760729577,124388.51073031437,110768.4059966893
2022-09-09,136401.34362568386,120714.21062592752,124314.20566603912,132966.14124190577,115967.13364079726,149423.92744663017,125560.8943108401,112489.23100040152
2022-09-12,136209.78728546624,121374.70696381814,123645.80061127676,132900.4849537588,115746.6385407759,149491.00447299736,125200.74214583963,113698.21178790378
2022-09-13,133239.0122934771,119069.49318818338,120834.3149688436,130222.23145949609,113349.9665913893,146370.50171878593,122474.43128457,108754.34170979288
2022-09-14,135148.27972759728,121300.57495621927,122557.25763871206,132087.0355671621,115235.58116200697,147574.99758746877,124313.70617610544,109169.33137757787
2022-09-15,133455.38796009545,119149.38961915261,121494.13749196066,129437.83544414765,113898.17865136397,145909.94685771718,122949.23470114003,107929.90856406133
2022-09-16,132039.8741194201,118206.08601121194,120620.03931405081,128169.77328365573,112227.15836480391,145015.84580257192,121629.02393275827,107106.49428707009
2022-09-19,133612.76874031549,119794.01263169534,122615.38577439323,130011.3002535654,113463.24934724104,147288.3218577172,123230.46795398327,107937.11152306877
2022-09-20,130735.58397736077,118458.98838166482,121281.00145794882,128898.26662319429,110977.02332473052,144508.57242419972,120997.86958668004,106698.16713487377
2022-09-21,129013.66643299584,117110.99546174295,119751.66307332052,126368.72305935153,109295.36707282317,143375.90522220387,119353.56552637985,104836.94201874931
2022-09-22,127810.50676979547,115944.67746094949,118654.2768495275,123864.42923992404,107579.03441310179,141668.1802828576,118014.60601080826,103956.31161719454
2022-09-23,123070.30412449365,110882.86740617044,114472.12321927084,120632.21742885836,104282.2236096884,136546.1097681786,113941.55031781764,102214.54221607318
2022-09-26,120189.28097404962,108623.50493363626,112328.25585438742,119502.28256099946,103816.33144164334,132999.8741884305,112111.28942336013,101203.35486011021
2022-09-27,121691.65589107995,109620.64288834817,113521.32439972892,121116.05552166232,104469.93537783873,134338.53402806062,113227.63855621587,100945.02290594122
2022-09-28,125741.11286606317,112629.97657899148,116470.30683400168,123605.74675625094,106755.42280555022,138033.3395624234,116322.28083520503,102931.23220745088
2022-09-29,122610.23088421351,110623.45681885966,114027.29737259878,120352.17731731661,103550.63559413207,134466.41918278474,113396.05461698146,100781.12679440505
2022-09-30,121627.07370628839,109963.78532151468,113015.74786927237,119098.26394909152,102890.6057651068,133404.1117525174,112511.1424468892,99222.68288871083
2022-10-03,125227.58519000537,114483.00479630716,117275.50725819601,122776.70197933444,106668.6342484976,137342.58194065827,116390.57556556632,101842.29187701138
2022-10-04,129886.70790690905,119913.05293397195,122374.15631558432,128568.79218929537,112146.4770333792,143162.7442979886,121469.11375195753,104998.06503536626
2022-10-05,127946.23090953357,119478.82526346216,122120.99170376791,127610.77908962496,111226.86458945525,142300.83060932893,120431.36240091891,104753.58969606525
2022-10-06,127244.8599369002,119668.58364721308,121993.30165650381,127583.68566768893,111095.52258563292,141852.75857640046,120111.22805967898,103672.96865038342
2022-10-07,125650.01354903704,118256.73651166925,121373.35300042166,125694.10287731417,110154.98901438963,140388.73279286164,119059.45185461611,100781.12679440505
2022-10-10,126014.23371333606,117153.31439920435,120658.27559903635,124557.13957470187,108472.79213309538,138734.5188608243,118381.76714848926,100011.63282309569
2022-10-11,125403.65620822436,115261.56414934168,119317.19903996958,121859.6092516733,107106.31913542998,137233.26273442048,117275.72479454131,99378.25085576114
2022-10-12,123720.4900056792,114257.99884935388,118439.7688947059,121293.1790186716,106170.30541777861,135958.99671650666,116110.18810605457,99050.45863268878
2022-10-13,127091.90522975451,116839.37946649561,120575.29724362864,123148.98321026095,108388.90593505156,138741.40323353547,118685.36946947825,101664.49485196633
2022-10-14,122637.69716376788,112292.64665075311,116921.19597390665,119107.0390803171,104761.69951701415,133927.9090395047,114773.53088489623,99347.69365328057
2022-10-17,124522.39665812976,114425.00012918482,118613.7532182075,120530.83148437746,105895.37286162627,135638.39168644685,116343.84091265452,101900.63318705332
2022-10-18,126582.79304809099,116307.81761594782,120426.39573625101,122498.12711960085,107838.25331378233,137748.4373712613,118282.48069937476,103097.93685281901
2022-10-19,125619.05886382586,115921.86862607965,119448.46334794535,121535.48085266359,107302.14032626402,136429.38708973664,117456.55417934508,102367.33708820427
2022-10-20,125167.72802943713,115745.97123666773,119774.34674695505,121711.77522522218,106916.05909632216,137178.27747059602,117286.04462423811,101508.95346410056
2022-10-21,128200.35910052783,119193.63469835291,123446.13584950937,125099.64622360475,109955.79217146407,141161.32532215852,120534.0957071671,103975.76758027003
2022-10-24,129040.56376571185,118524.63369031915,122520.03870728983,124422.16828781374,109386.98789976607,140138.9017839505,120315.86345758925,105248.0599853212
2022-10-25,131399.1921646071,120380.81040616999,124491.48217729105,125955.7382341028,110665.34746168624,142545.59428866164,122185.34060119481,106928.72384120958
2022-10-26,131126.35067100055,120449.24288793573,124850.65512612833,126353.9350762964,110719.56968019973,142702.29819948928,122232.1918257762,106123.12647758117
2022-10-27,133658.0041753722,122615.15338083277,125907.06573346628,127524.1288629175,111927.7347946025,144528.81814272658,123830.93490114699,105556.43168423079
2022-10-28,136153.89998645312,124314.46710344324,126752.64524129404,129992.31863647708,113993.80427263747,147184.34172518508,125633.44983346155,108067.6596177488
2022-10-31,137624.1329032851,126419.38254209528,128418.32291749491,132081.64008194214,116047.79556749831,150032.28348620192,127363.4171294261,107287.07326676253
2022-11-01,137418.40604204425,127272.40690370569,129985.56838277353,133330.70072418457,116601.43044661055,150679.00722582595,128001.80162380944,106817.61399014869
2022-11-02,135359.09847826252,122989.32705732355,126754.38031724466,131218.96538788086,114159.87295912276,147769.2822731282,125424.45058487664,104136.9171760715
2022-11-03,137213.2154025484,124285.05899377832,126716.00918057932,131732.86974960574,113994.19964121352,147406.7275818135,125974.47474144708,103064.597695691
2022-11-04,137974.6191424776,125269.89353319177,127432.67257359995,132398.15498977905,115160.58843515883,148527.81404955641,126855.96005041212,104548.02628291522
2022-11-07,137775.7004489351,124343.88489951621,126319.86337045206,131528.77121979004,114457.10057257186,147790.82742007033,126184.22146398634,105548.06810083221
2022-11-08,139016.7399691988,125646.38461150657,127477.29680589213,132916.19436889896,115560.50964830886,149107.68299944655,127351.51547446659,106117.57142801452
2022-11-09,137650.91543764362,124584.68846930991,125423.25015023722,131460.92219406372,113874.03842066298,146946.4427154805,125649.40133618127,103931.3094642806
2022-11-10,141831.85174745804,128396.94429435264,129784.18943370118,135445.62219864136,118344.73624895583,152534.94846041457,129986.92581003834,109642.78639159928
2022-11-11,139960.63191408402,125829.54375495444,127314.99011958374,132642.50137954956,117044.98989485274,150644.97822649733,128106.87064284016,110703.95147420562
2022-11-14,140191.19152254352,126078.53667296897,128261.44361651673,133217.53348785645,116911.32711409102,150892.12033541457,128454.65408438376,109762.21552741785
2022-11-15,141485.52526277787,127177.04154624473,129023.65533412232,134142.0855171419,118732.62203596602,152637.24066241042,129747.26754428873,110698.41414409534
2022-11-16,140163.71858019123,125794.97909392844,127672.44929660096,132198.4092533327,117724.78380678664,151442.6084144856,128520.31722785962,109853.90485431594
2022-11-17,140955.76625246296,126529.32704963218,128166.73532832398,132576.49203417072,118486.48824690352,152287.3344391133,129202.99660923016,109517.76676730136
2022-11-18,141507.85306352863,127647.70467223655,129000.94747699036,133598.83452722797,119777.59879015456,154239.48350985305,130095.46644355786,110015.01901120471
2022-11-21,140788.35983461628,127702.23428000938,129156.20804942383,132754.4446365572,118940.64830947887,153349.2900856282,129628.40539783967,109615.00228403794
2022-11-22,143124.92526811847,130153.12400092612,131411.28859675658,135204.73441622028,121515.7209603883,156233.4072731282,132017.31160842112,111090.07614759172
2022-11-23,143301.2345256258,130162.9692520095,131030.70081485047,135510.5041248537,121415.91867042553,156759.50510103957,131915.95133696726,111790.11870972588
2022-11-25,144782.60077471024,131510.43711318503,132658.4388939215,136956.77441904315,122490.51062370311,158036.33106450335,133310.5167641116,111765.11655681193
2022-11-28,142941.25723833332,129722.31325759421,130337.17210925354,134411.84056207904,121007.96471763622,155832.04832295672,131428.79802174104,109981.67985407675
2022-11-29,143825.1642016817,130487.98233832847,130772.69290126099,135233.34638521442,121774.25391937267,156783.9862139632,132124.03700743846,109792.77272989842
2022-11-30,148026.2077197481,133725.32303275596,133756.6561733557,138668.7134468294,125123.66312194835,161528.81343106524,135635.50900501737,113251.33595841173
2022-12-01,145873.0112238241,132000.6707843734,132011.74067652953,136164.57487795124,123133.29436279308,159160.38132886187,133672.68208771557,113167.99249545584
2022-12-02,146127.19787696132,132825.15140571128,132585.88640177978,136324.10960695514,124033.87384964,160036.3691561629,134248.9860427937,113037.42668131948
2022-12-05,144422.20114997157,130736.74944059859,131105.6610409094,134002.67989656696,122339.43269897472,158435.5541193892,132622.4316299519,111003.97730917297
2022-12-06,143139.74500373134,129215.22416822921,129593.90807307496,132612.6826469637,121028.95651794445,156810.27586392657,131254.20319825024,109403.87496159307
2022-12-07,143238.3228178335,129381.18403379928,129816.2254730536,132211.15029642353,120849.10407997142,156661.45596913592,131301.21745695284,109217.74093233401
2022-12-08,143304.97222808131,129810.07325880538,129961.95059741272,131872.8655979372,121213.18828178417,157225.96885899798,131493.37036909274,110073.35146151848
2022-12-09,142166.25909522304,128312.80659620774,128599.38201869263,130436.82111284503,119803.92708374035,155939.18230084673,130189.85606588534,109251.0712297338
2022-12-12,143515.66117957362,129409.07241194259,129238.28894040361,132150.7197410799,121049.74742294323,157704.9791148116,131267.8991809735,110826.18028412794
2022-12-13,144769.6249246908,130564.94003813277,130663.21424863115,133072.5397674776,121883.96176696788,158753.1888201644,132438.9336467633,111665.11680488434
2022-12-14,144756.53938964137,130321.72887938033,130666.87100789323,132951.4388286806,121646.61651588451,158242.5266058852,132356.6756378064,110951.19990842586
2022-12-15,143130.261250527,128935.20766584884,129080.7928657271,131663.13660462628,119461.57308746349,156761.9055750777,130557.5424012392,108237.12849830798
2022-12-16,142540.95504287013,127681.89220182906,127619.32677647844,131383.78302033673,118171.33860374462,155111.02345875994,129443.8734743644,106959.25446450563
2022-12-19,141963.22843840846,126666.382802415,126623.96113393083,130628.24465974103,117244.81068016063,154125.70622472063,128610.66675083332,106052.28409108226
2022-12-20,142875.3622408224,126839.64238493454,126794.50429913774,130977.94055207502,117304.21550276769,154119.5333445479,128991.36068090929,106197.40643861252
2022-12-21,144816.02826979884,128680.76032392989,128571.3886279799,133234.42626984845,119513.62908080114,155727.5378935744,130967.0153261933,107785.32665994982
2022-12-22,143064.66257766017,127498.30325834762,127208.93740269914,131691.3221209837,118578.52920439733,153641.45436314837,129617.37639491889,106247.64995710118
2022-12-23,143726.23192885646,128255.14262144576,127795.75829503313,132047.14640076886,118716.44240859045,154188.81560353533,130079.47754416002,106858.82058589737
2022-12-27,143237.48665526637,128068.85095732223,127436.4836330153,131224.84565766584,117982.67177870763,153599.54950922268,129552.21402232978,106437.38989572809
2022-12-28,141069.31667807826,125893.54941313279,125297.11043927446,129315.00022156964,116478.74223998083,150869.14415567653,127615.05645244452,105114.61475952748
2022-12-29,141795.00680258998,126909.75827543746,126410.60437390581,129723.68231995832,117269.99068358434,151875.1108095004,128491.86728669338,107006.70716861871
2022-12-30,141515.45184806117,127061.03011076462,126544.0975455977,129620.0350192381,117106.59710219396,152403.6530496432,128388.71549861762,106724.8703555976
2023-01-03,140747.625098703,126150.69244902144,125534.51230046526,128317.08896668683,116109.03722670568,151056.1638738467,127463.7248752913,106275.55810085703
2023-01-04,142936.92511701354,127033.69619505416,126869.79201314226,129379.90841706525,117685.94124892248,153290.58445566433,129164.21945969276,107096.01322863733
2023-01-05,143741.42166089782,126248.43040676606,126368.99517438188,129624.51961549054,118114.959349661,154023.83250444668,129408.45872831356,105873.69855022953
2023-01-06,146999.15832090148,129401.2674009372,128882.65860554948,133471.47663911115,121108.07872298254,157188.36858194607,132329.96521647784,108301.58302079164
2023-01-09,147562.2771677948,129674.62305660736,129644.35908505693,132347.49799378644,120470.30625441564,157799.589985068,132558.9808357558,108240.19396425702
2023-01-10,148075.7548632599,130213.79590435517,130976.58262382285,133785.0230105711,122447.37736418737,158701.05098169582,133833.2382837567,108999.26889523088
2023-01-11,148536.57147931823,130550.6934606601,132359.3779080941,134757.03329499494,123131.85803130163,159736.0266877963,134675.93580623798,110377.87803839947
2023-01-12,151012.88785123595,132759.1210844089,134559.0678990914,136440.38816102277,124499.99278929723,162184.28618639248,136690.6495132082,110779.75530848333
2023-01-13,151668.16295575866,133237.00496883882,134729.05294929282,137124.39883454572,125116.67526152624,162515.21085375088,137171.2970555259,111209.53186259483
2023-01-17,151280.8884997345,132654.4648420383,134427.01786170737,135745.58598267805,124351.30266860021,161995.53386324184,136686.403010014,111005.78469372098
2023-01-18,150340.5393290497,131330.63173885836,132890.7270787789,134199.92271363508,123184.87143233312,160415.20460146206,135472.04594672058,109253.22414368068
2023-01-19,149072.1676402069,130070.83828182709,131641.83043418662,133357.3454641081,122117.79938796056,159486.8237592532,134277.2658207847,108457.88634528063
2023-01-20,150750.5754122711,131588.77276440157,133320.09809242026,134764.15186249983,122990.26136108412,160796.3339883639,135686.9782885918,110478.34735592044
2023-01-23,152460.26731824645,133134.73777981295,134857.04100166098,136082.3779214598,123474.60817810072,162008.0834504916,136930.63883266939,111803.93988568116
