,SB1: Wide Buffer (No Swap),Swap10: Force Swap (Cap 10),Swap15: Force Swap (Cap 15),Swap20: Force Swap (Cap 20),Swap25: Force Swap (Cap 25),Swap30: Force Swap (Cap 30),S&P 500
2021-01-19,107184.00662994385,107184.00662994385,104790.639503479,103588.37137794495,102874.32805252075,102389.69780349731,102615.1700327872
2021-01-20,107945.29187965393,107945.29187965393,105297.38815116882,103965.67169380188,103175.6863822937,102639.2879447937,104035.23371827963
2021-01-21,106903.8210887909,106903.8210887909,104605.64423179626,103443.71565055847,102762.82596588135,102292.61783218384,104130.05938055088
2021-01-22,107030.03000068665,107030.03000068665,104688.75958442688,103506.3848323822,102811.12907409668,102335.05810165405,103761.5213002465
2021-01-25,107289.49605178833,107289.49605178833,104860.46982192993,103635.88724327087,102913.17486190796,102422.35120010376,104170.7255292779
2021-01-26,105623.4264831543,105623.4264831543,103749.92381286621,102804.36905097961,102247.23920440674,101869.22643661499,104008.13181218902
2021-01-27,102154.0678062439,102154.0678062439,101438.85705566406,101077.27301979065,100866.18215942383,100722.72099685669,101466.0988290187
2021-01-28,105115.63091278076,105115.63091278076,103408.64239883423,102547.32936668396,102048.04779815674,101694.74001693726,102338.73767844489
2021-01-29,101942.87206459045,101942.87206459045,101294.64481163025,100968.05562210083,100781.88324356079,100646.2396774292,100289.97001779654
2021-02-01,103733.94235610962,103733.94235610962,102485.84029769897,101861.44843482971,101495.06595993042,101237.572971344,101959.36415154068
2021-02-02,104824.02491378784,104824.02491378784,103212.04426956177,102405.98865318298,101929.36029434204,101599.7852897644,103401.07215105057
2021-02-03,104720.62943649292,104720.62943649292,103143.14794158936,102353.66805076599,101888.67013931274,101564.21058273315,103482.369009595
2021-02-04,105269.20969772339,105269.20969772339,103506.46634292603,102627.6609249115,102106.46602630615,101744.88799667358,104658.55097918151
2021-02-05,105683.98379898071,105683.98379898071,103782.08416366577,102833.11093711853,102272.0632019043,101881.38179397583,105070.44856533992
2021-02-08,107241.79518699646,107241.79518699646,104822.47918510437,103610.38881111145,102893.77730560303,102398.51401901245,105829.24877751268
2021-02-09,106306.68293571472,106306.68293571472,104198.67775535583,103141.87347602844,102522.69794464111,102086.39223861694,105758.81394475022
2021-02-10,105757.19119262695,105757.19119262695,103831.6727218628,102867.571352005,102304.8073348999,101903.75233840942,105712.75222204177
2021-02-11,105005.10225486755,105005.10225486755,103330.78554344177,102493.24861335754,102005.02169036865,101654.91036605835,105883.46144942127
2021-02-12,106043.24332618713,106043.24332618713,104023.42936134338,103011.18470191956,102421.46281814575,102000.10162734985,106406.5043157061
2021-02-16,106470.68861961365,106470.68861961365,104306.86040687561,103224.7230014801,102593.86406707764,102141.48888778687,106314.35429110707
2021-02-17,105870.71064758301,105870.71064758301,103905.56211471558,102927.50123405457,102352.1142616272,101943.57010269165,106338.7451206159
2021-02-18,103191.85565567017,103191.85565567017,102117.97842025757,101591.86250114441,101281.58646011353,101055.21977615356,105886.16366627568
2021-02-19,104659.38988494873,104659.38988494873,103094.84739685059,102324.67609214783,101868.17622756958,101539.99653244019,105699.20569886018
2021-02-22,104791.66685676575,104791.66685676575,103183.04239082336,102394.77321434021,101920.63174819946,101585.94960403442,104886.1839550514
2021-02-23,104521.466173172,104521.466173172,103002.77108573914,102260.66032981873,101812.34503555298,101496.24803543091,105013.55139603167
2021-02-24,107556.28726387024,107556.28726387024,105024.95339393616,103775.15350151062,103023.11996078491,102501.3623008728,106170.7292503634
2021-02-25,104013.04096603394,104013.04096603394,102663.86865997314,102012.099401474,101608.93472671509,101331.74448776245,103612.43866742967
2021-02-26,101702.44388389587,101702.44388389587,101125.35977363586,100858.2774181366,100690.04822921753,100568.76788711548,103078.56921427241
2021-03-01,104319.44056129456,104319.44056129456,102868.54660224915,102160.61024284363,101734.12738418579,101433.19104385376,105577.22497213393
2021-03-02,104207.65208816528,104207.65208816528,102795.37404251099,102107.08645057678,101689.51414108276,101398.40072250366,104753.35892199798
2021-03-03,103446.74397850037,103446.74397850037,102289.15182685852,101731.07882118225,101388.74131774902,101150.24000930786,103365.85473466932
2021-03-04,101383.3803730011,101383.3803730011,100914.40097236633,100704.46692085266,100562.5033569336,100468.41806411743,102086.71387306615
2021-03-05,103327.4988746643,103327.4988746643,102208.126247406,101676.02737998962,101335.35963821411,101112.73424911499,103964.75458688021
2021-03-08,103696.80061531067,103696.80061531067,102453.24640083313,101864.54824638367,101483.56601333618,101237.05002975464,103447.13387375898
2021-03-09,104636.13167953491,104636.13167953491,103079.45226287842,102326.3494052887,101858.93621444702,101544.98126602173,104924.10358828705
2021-03-10,107166.8317451477,107166.8317451477,104764.337474823,103588.08537864685,102869.03572463989,102382.82147598267,105577.22497213393
2021-03-11,108897.41090202332,108897.41090202332,105918.1344089508,104448.3404636383,103561.27882003784,102954.40835952759,106647.68381475762
2021-03-12,108893.7332496643,108893.7332496643,105915.58419799805,104446.92587471008,103557.43811035156,102952.32442092896,106791.3265749561
2021-03-15,111504.50765991211,111504.50765991211,107653.8158493042,105746.86156654358,104597.72841262817,103814.6552696228,107428.15492013001
2021-03-16,109824.79181098938,109824.79181098938,106536.1662273407,104908.32438468933,103928.1005897522,103259.6090965271,107292.68082858651
2021-03-17,110594.43289375305,110594.43289375305,107049.33717918396,105295.26397132874,104235.07626724243,103516.55675125122,107658.5166920365
2021-03-18,108297.87912940979,108297.87912940979,105518.72726631165,104151.5388431549,103317.54405212402,102756.54247665405,106092.12574894598
2021-03-19,108695.39046669006,108695.39046669006,105784.05493354797,104347.5456981659,103476.49982070923,102887.27132034302,105895.84734831461
2021-03-22,107879.79201507568,107879.79201507568,105241.21578216553,103939.9335269928,103149.79378128052,102616.60120773315,106741.37543192279
2021-03-23,105410.77819633484,105410.77819633484,103595.00631523132,102706.5628414154,102164.76984024048,101798.63617324829,105901.2783612056
2021-03-24,105426.02380371094,105426.02380371094,103605.63681030273,102714.83353233337,102171.53594970703,101804.73483657837,105362.92588598824
2021-03-25,106620.02760124207,106620.02760124207,104400.24899101257,103310.79400062561,102646.90034103394,102200.07662582397,105955.65936793466
2021-03-26,108851.2572631836,108851.2572631836,105887.47204971313,104419.25825691223,103537.8692893982,102936.19571304321,107663.13261000747
2021-03-29,108000.58469200134,108074.68486595154,105299.48108482361,103981.94668006897,103185.46118545532,102646.36486434937,107608.74274355103
2021-03-30,107968.64895629883,107746.79437637329,105463.07092285156,104101.15281867981,103280.66976165771,102721.7209739685,107323.28232699678
2021-03-31,108350.85235023499,107756.61087226868,105613.66019630432,104209.6579990387,103368.07615566254,102793.20481681824,107758.27722246482
2021-04-01,109470.22993850708,108920.54711914062,106750.3438949585,105161.20685768127,104124.29916858673,103420.4405002594,108921.95811670194
2021-04-05,109893.8682975769,109556.9920387268,107202.38824081421,104975.50540351868,103979.19208240509,103298.73809242249,110485.31017329714
2021-04-06,110008.27791404724,109491.54771614075,107029.35603141785,105043.0011882782,104031.75539398193,103342.1632270813,110420.08486024091
2021-04-07,109315.42051696777,109425.7296295166,106703.52673339844,104574.78660392761,103656.42071437836,103031.72805595398,110547.85098895378
2021-04-08,109459.19133377075,109527.184009552,106777.1605834961,104272.97226905823,103417.60747241974,102832.93749046326,111072.62150207994
2021-04-09,109518.65970420837,109828.64351081848,107088.11308860779,104339.31567573547,103472.7181224823,102879.14939498901,111880.15021490598
2021-04-12,109543.0866355896,109960.18751144409,107149.37382888794,104162.5841999054,103331.44751262665,102762.26330375671,111920.91382063429
2021-04-13,109777.48613929749,110136.12751197815,106846.03359031677,103953.53491020203,103168.2287197113,102628.53730773926,112252.63973362697
2021-04-14,111012.71594238281,111122.29706192017,107661.57327270508,104954.06635856628,103965.6712141037,103292.90984916687,111869.25275021442
2021-04-15,111894.12651443481,112152.04444122314,108417.68936538696,105356.69913673401,104288.06396198273,103560.75196647644,113071.0127527802
2021-04-16,112714.91812705994,112802.24780464172,109038.1362285614,105546.95782661438,104440.3825340271,103686.02297592163,113448.9332843922
2021-04-19,111356.79474449158,111499.67818641663,107984.72438621521,104706.74189186096,103775.68846797943,103136.47873878479,112891.58555364747
2021-04-20,111345.95548629761,111512.92713546753,107942.69764709473,104036.50390052795,103245.01186084747,102698.44637870789,112065.00842692971
2021-04-21,113259.21464729309,113109.39712333679,109597.51329612732,105695.7573299408,104670.2719335556,103874.71874427795,113125.38489978186
2021-04-22,112661.60627365112,112100.9884147644,108348.78102493286,104509.78458595276,103502.09247684479,102907.67673683167,112092.21664974903
2021-04-23,113697.40922546387,112929.98986053467,109339.45589828491,105298.31012916565,104229.85776424408,103511.57081794739,113307.55861440598
2021-04-26,114687.88404846191,113818.63594818115,110340.31031799316,106096.82200050354,104837.91896629333,104015.91477203369,113544.11333575913
2021-04-27,114424.86119270325,113626.27509880066,110300.88950157166,106482.98260307312,105154.67956829071,104277.96555900574,113519.6339089764
2021-04-28,115659.75512504578,114815.59623527527,110761.06685829163,107382.42005729675,105743.83020877838,104767.94438743591,113487.01239272088
2021-04-29,114670.67050361633,113949.84994697571,110420.44820594788,107219.11548423767,105843.59535121918,104856.15184879303,114210.21422023456
2021-04-30,112743.54615783691,113113.58903121948,108991.04447555542,105783.44097614288,104563.38767528534,103798.42591667175,113459.80416990157
2021-05-03,113337.96730422974,113641.86602401733,109612.17760848999,106497.08036708832,105419.14660453796,104506.65431404114,113704.5452793645
2021-05-04,112710.29081916809,113555.46643638611,109598.00691795349,105899.7621974945,105094.54373645782,104232.53390979767,113003.06750341476
2021-05-05,113161.57293128967,113863.24707221985,110173.39333152771,106715.65860843658,106089.9034872055,105057.22960853577,113038.37351706991
2021-05-06,114617.42216491699,115521.71147918701,111489.01203918457,107259.1876449585,106655.03742408752,105526.07651996613,113941.03798262589
2021-05-07,116695.8895740509,117525.2919178009,113406.33389854431,109060.77077293396,108207.20807170868,106812.42422580719,114770.33504565284
2021-05-10,116277.4598827362,117693.13291740417,112851.4416217804,108663.02003383636,107911.07427215576,106562.48931312561,113633.81807559812
2021-05-11,115014.54179382324,116513.07095336914,111997.3429145813,107774.60370445251,107083.62558078766,105876.43269443512,112619.67166027482
2021-05-12,113811.75709915161,115200.88238143921,110065.15803146362,106011.68770694733,105643.95848464966,104688.93668746948,110227.04026010742
2021-05-13,114947.86926460266,116675.14023780823,111626.15941429138,107652.13542461395,106827.35032653809,105664.03150749207,111551.16195767726
2021-05-14,117199.0497303009,118857.33482551575,113854.760263443,109953.16337299347,108937.95211219788,107407.3193435669,113264.06621264108
2021-05-17,117939.1053905487,119716.03576469421,114750.13072776794,110647.13346767426,109579.0242767334,107937.69157981873,112975.85042086807
2021-05-18,117227.14068031311,118811.77311897278,113781.63548851013,109613.50159168243,108485.2174873352,107035.42868614197,112002.48533072787
2021-05-19,116241.0740776062,117527.24785995483,112810.09028244019,108481.0125169754,107419.64929008484,106156.08491134644,111708.82966633646
2021-05-20,116322.34708213806,117205.79410362244,113069.84359169006,108709.82121372223,107601.94428634644,106306.90471839905,112910.60738835704
2021-05-21,116778.95941543579,117934.95064926147,113442.42678451538,109464.21772480011,108214.58724403381,106810.97239875793,112818.13841357188
2021-05-24,117200.0168056488,118375.50387382507,114124.4601764679,110278.48521900177,108629.47940444946,107155.06018638611,113968.27278462738
2021-05-25,115582.0373916626,116655.68672180176,112514.62664413452,108972.45092010498,107452.36870479584,106182.15140342712,113715.39844541906
2021-05-26,116519.44556808472,117310.60684585571,113374.96382141113,109964.42626285553,108233.6291065216,106827.72475624084,113941.03798262589
2021-05-27,116930.0152759552,117898.47488594055,113516.75887584686,110662.51185131073,108788.23835277557,107284.4258852005,114000.87658142812
2021-05-28,117266.81649589539,118216.75394248962,113678.17350959778,110674.50862121582,108811.60796737671,107305.8353433609,114204.80092679837
2021-06-01,118963.05552101135,120064.11067390442,115207.32050991058,112830.81133937836,110540.44129657745,108734.013630867,114104.17214308566
2021-06-02,118583.43235588074,119759.12815666199,115052.98183345795,112936.64203834534,110402.74425029755,108618.7853050232,114283.63478112797
2021-06-03,118731.07085990906,119893.11580467224,114854.54344272614,113343.07421684265,110835.36518192291,108978.01546669006,113859.5019114419
2021-06-04,118351.8535900116,119416.62891960144,114589.45191001892,113233.58391094208,110834.24922180176,108976.48631668091,114900.8388301297
2021-06-07,118386.95899391174,119174.9679813385,114680.4081583023,113054.75077438354,110626.34446048737,108806.56022262573,114789.38345954457
2021-06-08,118183.75171852112,118921.79799842834,114723.32029056549,112956.52418422699,110643.41907978058,108820.0527639389,114813.82744741775
2021-06-09,117731.67372131348,118091.30904388428,114095.84941005707,112286.21642780304,110002.20964717865,108291.06549930573,114642.5334780304
2021-06-10,117437.0315952301,117153.10801124573,113649.89200687408,112079.26761817932,109804.7371931076,108127.8358707428,115175.45494035675
2021-06-11,117095.95546913147,117483.28961372375,113770.01563358307,112388.77823257446,110050.92961978912,108325.81507110596,115365.76188472626
2021-06-14,115472.28274536133,115881.30526733398,112686.59923839569,111560.79037094116,109387.84614276886,107775.60567855835,115624.07609655296
2021-06-15,115750.29341125488,116482.5560760498,113012.59118175507,111756.67765426636,109553.86608982086,107912.20349502563,115411.99194225513
2021-06-16,114454.86972618103,114878.63699150085,111967.44643878937,110896.22219848633,108877.67660617828,107351.266872406,114767.60624961626
2021-06-17,111234.78039550781,111202.72080230713,109145.55892467499,108944.95958328247,107315.45772266388,106059.49925994873,114729.53600101496
2021-06-18,108942.25537490845,108744.2352180481,107223.68021678925,107391.30314445496,106069.83175849915,105033.26392841339,113181.79478408357
2021-06-21,111824.55613327026,111763.09892654419,110063.68832302094,109460.86025047302,107714.4808101654,106392.9391336441,114802.09716835139
2021-06-22,111585.2893371582,111517.32186126709,110160.7518491745,109708.4149608612,107901.8619556427,106547.2964220047,115415.88136258001
2021-06-23,111270.23627662659,110961.81611061096,109935.73959064484,109568.29222297668,107793.54327964783,106456.24026584625,115276.73048416905
2021-06-24,112024.60169029236,111281.60830497742,110808.26583957672,110214.66149330139,108304.19587516785,106878.82528018951,115958.69914040266
2021-06-25,113437.9792842865,112453.37833213806,112571.21986484528,111618.74626731873,109421.50308799744,107800.54886341095,116370.5790071063
2021-06-28,112428.06774902344,111021.69743347168,111543.58656597137,110774.12985420227,108751.3887462616,107246.5838136673,116605.18458843332
2021-06-29,111790.51768684387,110475.80137825012,111092.93644046783,110373.53595924377,108433.16964149475,106982.17503070831,116667.92917781997
2021-06-30,113044.5687789917,112081.52661132812,112131.48689556122,111371.67901420593,109224.92405891418,107637.27788257599,116766.1126767726
2021-07-01,113721.72755622864,112161.76939582825,112854.05265522003,111975.76058197021,109702.11673927307,108030.44945049286,117412.59812480326
2021-07-02,113651.08342933655,112106.75102424622,112544.48167514801,111815.86234092712,109575.03884124756,107924.8401517868,118310.07079010783
2021-07-06,112350.71530342102,110897.5226612091,110822.26842594147,110579.27575111389,108596.55943870544,107115.63060474396,118094.55792130949
2021-07-07,112774.534324646,111074.26443481445,110545.69274806976,110280.25890541077,108366.53065681458,106925.70403766632,118511.91309954108
2021-07-08,111613.02979278564,109979.41845321655,109700.20507717133,109521.73295783997,107764.76629638672,106427.71335887909,117546.29141114105
2021-07-09,114046.9032535553,112302.295419693,111861.21225452423,111160.2622833252,109065.61825942993,107505.03269290924,118801.05916269019
2021-07-12,114512.80345153809,112803.83869934082,112310.34300136566,111652.96648025513,109426.34697532654,107803.91987895966,119226.59186930413
2021-07-13,113132.50769042969,111455.20433044434,111454.40030574799,110737.54664802551,108731.1658859253,107226.2194738388,118820.14301549151
2021-07-14,112286.79265213013,110635.00262069702,110064.70905590057,109466.45225334167,107752.90434455872,106415.53836536407,118997.45273977767
2021-07-15,111592.82706832886,109830.52254486084,109190.09556102753,108454.66642379761,106930.15647125244,105744.6597108841,118591.01274569241
2021-07-16,109541.30676651001,107922.83344268799,107267.798579216,106662.6148109436,105507.38431739807,104568.31661128998,117660.82996685842
2021-07-19,107166.40220832825,105626.0228176117,104781.04092502594,104557.69520187378,103651.80276107788,103035.51828861237,115923.22479192709
2021-07-20,109247.81063270569,107509.35434150696,106339.81993198395,106245.29995155334,105331.6457195282,104426.87284183502,117584.46797647105
2021-07-21,110147.65663146973,108472.20868682861,107899.27867794037,107780.26537513733,106611.79448509216,105482.01942920685,118536.45454441555
2021-07-22,109274.5839099884,107623.58387184143,107269.91060352325,107275.54641151428,106156.63297271729,105093.64409923553,118784.68638647071
2021-07-23,109990.51517677307,108377.97882270813,107698.1866350174,107774.63413238525,106730.83061218262,105567.32944202423,120006.7528842178
2021-07-26,110482.04132652283,109053.37819480896,108323.05861759186,108241.2775554657,107241.4093132019,105989.07424068451,120301.3565394401
2021-07-27,110735.50943565369,109464.25743675232,107860.97716999054,107774.2442073822,106789.39552116394,105617.01990222931,119753.0545903621
2021-07-28,111291.54974937439,109742.00484275818,108420.87853336334,108276.22075080872,107314.99055480957,106047.30909252167,119703.95398115837
2021-07-29,112180.52573394775,110739.74674224854,108546.89496898651,108592.58862876892,107578.29723739624,106260.64984798431,120200.4176652687
2021-07-30,111539.17754554749,110059.97368812561,107794.70871067047,107768.79380989075,106892.83700752258,105693.89395618439,119616.67680662467
2021-08-02,111084.09243774414,109448.11000061035,107182.68922710419,107091.2364730835,106526.54962730408,105391.54071903229,119365.70730880553
2021-08-03,112400.5666065216,110876.52684211731,108655.69582462311,108551.1256723404,107908.32529640198,106527.20434474945,120336.8220281883
2021-08-04,111094.10689735413,109595.14785194397,107300.99902057648,107220.06147956848,106958.11356544495,105739.15993976593,119744.87706197974
2021-08-05,111352.12366485596,109980.50857543945,108137.55418300629,107955.86807918549,107628.05980873108,106289.41592693329,120503.20770860072
2021-08-06,112086.58043861389,110793.36302375793,108726.05379962921,108595.22625923157,108362.55067634583,106893.72783374786,120702.33894145217
2021-08-09,112369.27978134155,111055.07151412964,108479.92727947235,108532.46231651306,108521.65990829468,107022.59580516815,120604.12000358995
2021-08-10,112861.14583587646,111544.47103118896,109735.16212368011,109511.74260902405,109397.48361206055,107748.45744991302,120754.17720641986
2021-08-11,114109.93189048767,112854.39873313904,111077.36607074738,110634.549036026,110255.67155456543,108449.97967815399,121054.21187453315
2021-08-12,114033.85467147827,112785.35265731812,111345.05818080902,111029.59938621521,110572.73176574707,108700.4366941452,121417.01771121525
2021-08-13,114277.19425010681,113048.59055137634,111252.1305513382,110778.87449836731,110388.19325828552,108550.22334766388,121637.96159290457
2021-08-16,113484.38433456421,112028.8585395813,110166.62648677826,109985.46540641785,109852.42527389526,108104.59648418427,121924.3965794719
2021-08-17,112402.31897544861,110340.60878562927,108753.75586795807,108634.40858268738,108800.05418205261,107247.03407001495,121125.13399230213
2021-08-18,111671.0893650055,109842.50505256653,107917.22867298126,107761.65090751648,108042.73556137085,106626.4507932663,119799.39982434704
2021-08-19,110158.79581642151,108037.41612434387,106262.9936876297,106448.15639305115,107029.65331077576,105781.71195316315,119984.92251592514
2021-08-20,111677.5542049408,109420.96189689636,107481.12584400177,107924.79670524597,108223.91655921936,106760.54822254181,120939.655599361
2021-08-23,112094.44515800476,110068.7196559906,108805.0122385025,109651.78315162659,109583.60655212402,107871.04172611237,122003.51394507803
2021-08-24,113132.47665977478,111100.40579795837,109813.29067707062,110592.18158340454,110307.51147842407,108467.51075267792,122197.1787261289
2021-08-25,113573.31955718994,111124.61797332764,110015.08194255829,110922.73585891724,110580.00233268738,108695.0785856247,122453.57923683904
2021-08-26,112063.49517631531,109746.31569480896,108738.98354053497,109760.2494430542,109602.01112937927,107892.6802816391,121730.70521923884
2021-08-27,114037.60795402527,111326.8166103363,110563.3106584549,111554.40594673157,111033.46886062622,109068.93544483185,122819.11386955771
2021-08-30,112770.89757347107,110223.19600486755,109634.03137302399,110859.92203140259,110522.14222335815,108638.07589054108,123359.20285134378
2021-08-31,113068.05085754395,110079.10345458984,109455.88447475433,110519.53873062134,110282.83834552765,108445.28698730469,123176.44439471184
2021-09-01,112470.58310127258,109461.12851142883,108575.32537937164,109952.07799720764,109940.3880405426,108160.34257030487,123241.92663986245
2021-09-02,113351.47978210449,109996.92726516724,109434.09636211395,111045.41355037689,110823.98650074005,108889.54284667969,123621.06095412708
2021-09-03,112778.24960899353,109339.76478767395,108900.23812961578,110668.84394741058,110486.22538852692,108611.1265258789,123591.07077690682
2021-09-07,112084.84478187561,108766.2708568573,108208.09132099152,109643.7123746872,109554.68281078339,107857.34447288513,123149.1652940734
2021-09-08,110523.7642993927,107628.66054344177,107356.33526706696,109199.08308506012,109173.44048595428,107538.55359840393,122999.13467042567
2021-09-09,111301.09797859192,108470.09505653381,108156.59854602814,109545.13583469391,109432.51274776459,107753.7723941803,122472.67194936772
2021-09-10,111519.31992149353,108538.67010688782,108254.61610126495,109490.48777866364,109224.90972995758,107586.70348739624,121507.00596233075
2021-09-13,112798.08917617798,110024.25439071655,110256.99377727509,110880.99549007416,110362.39510440826,108532.78332519531,121817.98239377253
2021-09-14,112512.34515571594,109616.55668830872,109654.52953243256,110200.32893371582,109720.8122882843,108004.39450359344,121160.6083407777
2021-09-15,114684.9205417633,112027.7592716217,112128.26890277863,112385.86896038055,111658.85668849945,109589.00952720642,122172.61070207226
2021-09-16,114467.43855667114,111465.57308959961,111602.49444675446,111891.52127075195,111339.29583930969,109322.70568370819,121978.96364047615
2021-09-17,113949.60671901703,110955.18216133118,111075.80062580109,111313.29511547089,110868.73660182953,108942.62870979309,120790.75902081939
2021-09-20,111645.5390548706,108682.79677200317,108370.70310878754,108981.10934257507,108919.51821708679,107348.09144496918,118776.659473454
2021-09-21,111867.5378446579,108891.91209411621,108399.62136554718,109066.94722652435,108984.72361278534,107400.21787452698,118664.4421663132
2021-09-22,113694.08797168732,110704.77289199829,110280.06911563873,110255.26759433746,109903.41517925262,108173.76614952087,119821.98326946798
2021-09-23,116417.56454277039,113400.25463676453,112649.62254238129,112515.33081817627,111785.14436149597,109725.68118953705,121277.84911334948
2021-09-24,116522.15253448486,113523.84538459778,112437.59611034393,112392.55899238586,111725.50975227356,109687.46188640594,121477.61824657313
2021-09-27,118744.31191635132,115765.88030815125,114708.61573505402,114534.98971557617,113391.38969230652,111065.84255504608,121130.09543964137
2021-09-28,117888.49713516235,114914.60337638855,113985.31067562103,113680.67494392395,112513.8530368805,110354.96232891083,118689.08992791639
2021-09-29,118207.31263160706,115243.03510856628,114360.63018894196,114069.00251197815,112810.96444702148,110601.7566652298,118888.85020141263
2021-09-30,115928.43110847473,112959.8492565155,112752.25677776337,112624.32308197021,111504.51308059692,109528.64220142365,117435.75745220465
2021-10-01,119163.97019577026,116184.86503791809,115303.34606647491,115240.34637832642,113604.9855556488,111261.7840833664,118831.37714982392
2021-10-04,120208.89448928833,117232.74938392639,116506.82782840729,116054.54960632324,114132.21022605896,111708.17594432831,117298.92782237026
2021-10-05,120044.82808685303,117063.9498500824,116778.91463375092,116625.64415550232,114374.06365966797,111902.73613071442,118519.41728864168
2021-10-06,119774.03392791748,116781.82196617126,116307.59514904022,116529.60049247742,114222.76284790039,111780.53743076324,119012.00041215452
2021-10-07,120997.82960128784,117992.93888282776,117201.24866199493,117506.78197860718,115092.53872489929,112491.5088224411,120040.91599303945
2021-10-08,121294.28112220764,118293.43302345276,117380.41808795929,117915.34790229797,115368.22553062439,112717.960978508,119821.98326946798
2021-10-11,120862.30101013184,117834.72625160217,116547.09877872467,117158.57478904724,114771.23270606995,112231.06446552277,118954.53622029322
2021-10-12,121112.60960578918,118070.14691734314,116669.31578159332,117422.86940288544,114963.40151405334,112380.71157836914,118661.72223000402
2021-10-13,121106.24244689941,118058.20559883118,116748.6310377121,117387.79654693604,114969.29253959656,112376.32625675201,119088.61933463624
2021-10-14,122312.67176055908,119259.67093086243,118053.814620018,118713.03746795654,116052.33846664429,113258.10730266571,121091.78597840051
2021-10-15,121817.55333709717,118758.26467323303,117765.8761587143,118558.64221286774,116060.75990104675,113261.44326591492,122013.98614285477
2021-10-18,122851.9983997345,119793.88054847717,118466.49023342133,119025.35056495667,116478.15250205994,113595.12445163727,122375.1972286064
2021-10-19,123953.85028076172,120893.33618354797,119381.14731693268,119903.74995040894,117290.68733978271,114252.12805652618,123319.29863917246
2021-10-20,124082.16193962097,121055.20959281921,119916.0360326767,120732.96895885468,117937.34914398193,114791.95064163208,123803.65993566597
2021-10-21,123652.41537857056,120595.11012840271,119547.4502248764,120489.41857528687,117852.91479682922,114701.09785175323,124126.6058588137
2021-10-22,124172.76022529602,121127.74761390686,119894.46550655365,120786.67605304718,118152.47448348999,114946.43668174744,123997.94489763427
2021-10-25,125527.78832435608,122500.02674293518,120858.84446239471,121471.95943927765,119160.0030708313,115765.53143882751,124662.95603564054
2021-10-26,124932.0392742157,121903.91456413269,120884.10588550568,121698.38299846649,119071.24150466919,115698.14304161072,124775.13790387179
2021-10-27,123311.87265777588,120270.42261695863,119234.08676624298,119807.54622459412,117269.05447387695,114247.03466892242,124222.35293273367
2021-10-28,124552.24275398254,121474.150888443,121107.09699726105,121958.02225208282,119255.60071754456,115893.27396011353,125420.95887234807
2021-10-29,124251.61309814453,121151.11271095276,121081.42075824738,121893.71393108368,119299.99607276917,115927.39316368103,125675.46340139641
2021-11-01,125630.7261505127,122527.66990089417,122717.38237094879,123542.93655204773,120802.17304420471,117156.45363903046,125891.6496094765
2021-11-02,122822.95643997192,119729.20806694031,120790.12024402618,122152.96473312378,119508.11279296875,116091.59639453888,126400.64094811841
2021-11-03,124838.84469604492,121765.21259498596,122218.84383869171,123303.55241012573,120761.56183052063,117108.43161869049,127172.3409233732
2021-11-04,124595.56116867065,121513.35563850403,122376.72951221466,123656.89635276794,121769.69655609131,117928.15560817719,127771.65718277148
2021-11-05,125129.37363815308,122043.38041496277,122223.2201013565,123648.70337486267,121826.43704795837,117967.0368566513,128214.98022198756
2021-11-08,125601.81488227844,122523.76630592346,122720.60733890533,124608.9787607193,122356.58474349976,118434.6178855896,128324.42443445479
2021-11-09,125823.91370773315,122741.32733345032,123331.12829685211,124896.21986961365,122469.64566993713,118516.1611776352,127900.26498558656
2021-11-10,124604.07964897156,121508.90487861633,121607.88637256622,122497.04667949677,119641.60311126709,116124.65737724304,126871.31396579205
2021-11-11,125959.42004776001,122867.23586463928,124230.78599643707,124974.12280082703,121659.49718284607,117743.55869960785,126912.35222306951
2021-11-12,126354.06880378723,123273.11904335022,124290.22799015045,125079.00841331482,121751.81503295898,117827.42663097382,127870.15963191022
2021-11-15,127126.05296897888,124046.36492347717,124157.33256626129,125253.96950531006,121903.44895744324,117961.64242458344,127913.93554495164
2021-11-16,125680.68890190125,122634.23613166809,123825.45438861847,124852.78057193756,121326.8198633194,117484.13852405548,128420.19808755696
2021-11-17,125065.03971862793,122010.66351127625,122596.55879688263,123644.56517505646,120297.59258079529,116644.02006912231,128108.24708610211
2021-11-18,125651.03713607788,122602.2496547699,122822.04117298126,124305.61576080322,120558.67444229126,116851.79346179962,128543.34829829888
2021-11-19,124684.95821380615,121598.56627464294,121213.5179681778,122545.6974439621,119209.36140441895,115742.65258979797,128313.4738113989
2021-11-22,125310.36418151855,122248.3641872406,121562.73006153107,123266.42680358887,119540.2331981659,116012.23841190338,127952.2538659199
2021-11-23,125685.78960990906,122629.67731285095,122364.65728473663,124330.57835674286,120544.10402870178,116840.58617591858,128121.94422464937
2021-11-24,125777.4059638977,122718.84237480164,122935.4327135086,125404.1329498291,121616.00023460388,117597.14638614655,128463.99172005316
2021-11-26,123054.58488845825,120005.24759292603,119725.29173183441,121631.40506744385,118303.47876930237,114822.78214740753,125598.8356191873
2021-11-29,123467.58329200745,120410.6239452362,120198.39359378815,122678.08904075623,119333.04224014282,115599.32349300385,127139.50677366028
2021-11-30,119446.54106712341,116386.21107673645,116570.63608646393,119016.36705493927,116057.4170703888,112905.33368301392,124665.67597194975
