,SB1: Wide Buffer (No Swap),Swap10: Force Swap (Cap 10),Swap15: Force Swap (Cap 15),Swap20: Force Swap (Cap 20),Swap25: Force Swap (Cap 25),Swap30: Force Swap (Cap 30),S&P 500
2022-03-28,161186.80797065736,148448.86348724843,138921.03607284784,134949.09504347565,128323.78166785721,123915.51342486155,125588.74006414622
2022-03-29,158608.17377269745,146233.18703651906,137474.92690445186,133878.7481536937,127443.84223304276,123001.93409455073,127142.39099454621
2022-03-30,160175.22702968598,147368.2268657732,138240.5636918664,134603.43938268427,127684.14779798035,123199.66161833538,126357.29497236075
2022-03-31,160303.6571215439,147730.39185905934,138150.51579834224,134122.91152776484,127357.78112164978,122829.08258162273,124412.51358750183
2022-04-01,160915.18062770844,148282.3337307024,138814.030935061,134311.41670049433,127656.98549214844,123094.51107321514,124765.08650152074
2022-04-04,161476.75205791474,148843.88974190236,138987.57043625118,134126.46969808344,127571.7499899054,122892.46802244915,125833.91534369501
2022-04-05,160875.3002528,148626.89070320607,138494.31405044795,133341.4304105163,126732.80684033874,122181.92663052333,124244.462248562
2022-04-06,162935.03356731415,150826.02218056202,139813.88789917232,133989.47668660883,127171.60880452636,122651.20676178706,123002.09789522077
2022-04-07,166276.1784571457,153431.86561775685,141881.94112182857,135858.30802739863,128870.05130940917,124210.62927574886,123621.90681390237
2022-04-08,169685.64772594452,156571.26763344288,144172.75660873653,137429.9668103576,130169.71466809753,125703.77681870235,123291.33260689462
2022-04-11,167350.66397655488,154273.57835579396,142443.4417665124,135787.04087270502,128789.62011510375,124327.92606301082,121184.0017747809
2022-04-12,170163.7235125351,156742.2925624895,144239.12380768062,137244.74553502802,129998.98676473144,125285.86545094264,120734.99957074613
2022-04-13,170748.43035305024,157093.08970451832,144804.54060531853,137838.65624822382,130788.7271860266,126148.28796299708,122117.83492677035
2022-04-14,170576.3033198166,157119.14436531544,144649.5692880273,137654.14773381953,130710.11120397094,126142.84978588832,120597.26622431222
2022-04-18,172446.73762310029,158709.47515297413,145843.22934509517,138664.0731221557,131483.8343446875,126952.10962971461,120646.83640785125
2022-04-19,170936.3482416916,157362.58162117482,145256.70841766597,138405.9888882995,131466.35426804068,126793.66653959526,122594.408607333
2022-04-20,170586.73854244233,156959.7805919695,145459.17868973018,138803.9323850036,131986.2394380236,127391.18321172966,122503.50778818903
2022-04-21,162093.09340847016,149563.8409786272,139957.23331238033,134322.7932782531,128278.62735458855,124219.2407755114,120671.64364894317
2022-04-22,157353.6850031662,145326.35166359425,135902.9572656274,129211.80910543207,123362.2397203112,119913.44475776923,117360.5148636572
2022-04-25,154337.61755168915,142486.82782936573,133507.34972168208,127695.15299657587,122115.57917877678,119016.29918071997,118040.92432843476
2022-04-26,153965.5009936142,142069.9132518816,132632.58705688716,126016.86464742426,120536.2796220446,117496.94330761206,114622.33589057598
2022-04-27,155986.38387477875,143199.2225551653,133742.5613496423,126893.26384537462,121278.07057341104,118325.91416839373,114944.65283019168
2022-04-28,158614.58812511445,145381.9535923052,135371.86083770992,128396.64798920396,122758.64343794351,119779.00847850574,117848.07460813198
2022-04-29,154560.58878887177,141286.60017586232,131522.23171020747,124780.93868820909,118856.64391668802,116421.08008678211,113492.93308149258
2022-05-02,153880.84509456635,140592.6130352068,131296.69221664668,124314.31986420396,118456.29486425882,116079.87683780445,114176.10678170611
2022-05-03,160202.01585948945,145908.0839029646,135631.9147878528,127908.70961261037,121792.3320747233,118956.10471948398,114699.46869091391
2022-05-04,163706.45363796235,148721.73628104688,138718.44747217893,130810.0592677236,124775.40589300636,121891.48009069217,118192.43455340364
2022-05-05,160707.66637218476,145659.68526710034,135970.48227747678,127805.2329547048,121657.17077986244,119121.7182746674,113991.5231885243
2022-05-06,162074.32753170014,146874.38824714185,137047.05005129575,128316.28455802206,122003.28542353158,119255.4504248215,113311.1225834757
2022-05-09,150423.75338924408,135734.16659415723,128324.29897364377,121014.91126891378,115557.67982985024,113564.04746732485,109683.22304890383
2022-05-10,151946.61675441742,137141.56879294873,129684.47816141843,122177.19527312521,116680.2359259272,114441.41234407198,109936.63787638677
2022-05-11,154176.92730892182,139347.67427695752,130898.2131353259,122775.9928500295,116786.32133127694,114301.63009271395,108190.15494514188
2022-05-12,153052.63110149384,138524.3770243025,130199.03236445188,122258.6845156789,116473.4008276606,114109.49121293795,108077.21112034196
2022-05-13,158653.24949443818,143618.05467856885,134385.02188738584,125430.00536414389,119222.74784281258,116585.97817937625,110661.11563301833
2022-05-16,161707.71105373383,146538.32211936475,136593.17097529172,127015.04678984884,120739.4622249842,117819.92501120342,110212.09570952563
2022-05-17,164570.84288967133,149128.76906455518,139032.974449718,129315.64214965109,122993.72111322884,119838.49371008648,112479.22947291611
2022-05-18,158269.1283739853,143497.03667701245,134189.47528704404,124869.03597689871,118759.64380285743,116200.54262203944,107945.00624477996
2022-05-19,157130.789655571,142800.8143831587,133034.80935915708,123983.16131640677,118036.70843718055,115392.52843327296,107283.88440995135
2022-05-20,155134.91927898407,141059.53011191846,131770.1961961627,123362.23732424979,117412.39096243386,114854.99275154842,107330.6992177834
2022-05-23,159306.92014492035,145618.777269969,134922.52203234434,126038.01455737356,119744.0207393885,116885.1542858578,109338.86310363216
2022-05-24,158720.57209194184,145016.4688173628,134651.43143900632,125980.0667443395,119624.89985258583,116819.42721504939,108504.19689790766
2022-05-25,160573.33215129853,147216.78805030347,136453.9822469592,127389.20176173453,121059.5511577845,118002.33960568202,109462.83729098902
2022-05-26,160341.18042552948,146928.8880411482,136755.89482554197,127673.155485642,121789.03998835091,118610.79405056727,111650.03857968976
2022-05-27,162621.99307430268,148930.99579108716,138951.36900957822,129629.8661999822,123746.22994883065,120331.6942027737,114390.96406874902
2022-05-31,163295.56534374238,149345.22423041821,139102.3455510974,129470.38503123526,123256.25236208443,119850.28935276759,113749.11214441145
2022-06-01,161266.36806667328,147389.73661674024,137760.06446894407,128147.8729729772,122163.41098864083,118920.78401219142,112829.04701122802
2022-06-02,162480.67382228852,148335.63503898145,138683.25004633665,128724.89296962027,122824.35590441231,119530.82670237316,114977.73505813356
2022-06-03,161771.62908733368,147582.36387504102,137865.76194628477,127977.4065175176,121932.72783548836,118753.08250273956,113090.76340474778
2022-06-06,161257.76093090058,147430.54891074658,137846.2522760272,128088.78411151175,122242.30810816292,119118.53999175323,113435.08791110362
2022-06-07,161302.49796092988,146993.95463050366,138079.73794230222,128493.84218837027,122698.10397989754,119528.81266822113,114523.16894431102
2022-06-08,159469.4735087204,145300.37955344678,136565.07219179868,127120.35953471425,121377.8744491816,118206.14728064789,113278.07579444969
2022-06-09,155487.17097652436,141307.55010093213,133391.9269910693,124263.21856066945,118667.18908731942,115597.7922791983,110583.98283268038
2022-06-10,153698.49398220063,139748.88380301953,131781.15018137693,122679.1140150762,116790.30026571755,113687.48314090027,107377.53174507334
2022-06-13,147544.35648906708,134069.32932914258,126681.5455270648,117990.21330210927,112313.89079386239,109491.96259021056,103300.59456755087
2022-06-14,149560.9079569626,135308.7146250105,127666.40962275266,118673.73043963674,112629.34327703956,109681.42426108611,102989.33456967898
2022-06-15,148842.59202754975,134611.49330390454,127084.1761003375,118478.14918875936,112753.02164690499,109960.71951617493,104457.58657262006
2022-06-16,144162.79403102875,130185.19940055371,122793.7199788928,115174.64846587423,109554.42514269357,106953.4701742102,101000.44059432125
2022-06-17,140091.34206569672,126142.82388938428,119908.58976038694,113148.67325759176,108072.91691057687,105996.52019633543,101218.16843354765
2022-06-21,144258.72746456147,129901.33164847852,123244.69916208982,116456.37164473775,111068.05774633889,108744.43779219878,103766.19990365932
2022-06-22,141937.17193782807,127835.76949943067,121461.32437571287,115334.44660735372,109899.32580130105,107707.52858771576,103578.07241889295
2022-06-23,136519.10183895112,122331.22362006665,117772.2357191348,112955.14764801267,108037.10529781823,106142.32499591124,104593.40621759831
2022-06-24,139478.1636637497,125235.55369437695,119937.033574512,115142.8199082971,110467.82639636999,108521.35936684383,107918.834605428
2022-06-27,143617.85997951508,128957.5734468794,122888.70794241666,117488.5172330499,112307.49766483312,110081.2996519543,107506.60913631198
2022-06-28,143861.00845516205,129474.62923301221,122946.45917456388,117078.35884300474,111616.23575153356,109519.58499512446,105309.9367973515
2022-06-29,141526.73785198212,127361.17660773755,121310.09541266202,115798.06497398618,110515.83682193761,108482.32935127986,105224.18348073412
2022-06-30,140777.41438472748,126142.73490394116,120587.34923308133,115318.38304916624,110096.57894615177,108191.89520539058,104369.30823324865
2022-07-01,141374.82038738253,126872.68443168164,121440.65630835295,116291.53340065245,111017.43700563435,109188.41513699306,105473.16844373633
2022-07-05,137081.57758571627,122744.72719062329,118031.51153296232,113334.60947334532,108431.9708267403,107039.47123974575,105672.38830916237
2022-07-06,137141.3336968613,122743.48831428052,118202.77269858122,113762.99148857359,108740.66214525227,107312.75442570461,106029.25819172755
2022-07-07,139019.01499034883,124694.01175559522,119682.10507696867,115504.8910285211,110098.82303773884,108460.02183216823,107617.27601076882
2022-07-08,139734.75187541964,125277.16995109082,119992.18124502897,115900.68043815855,110365.98501977924,108727.54576580776,107528.75845871549
2022-07-11,139363.2284722519,124914.42257941724,119771.75963705778,115538.9257689691,110016.92124422078,108455.25032215846,106300.40133686223
2022-07-12,137665.0613618088,123574.80356849195,118560.06822127104,114406.54419815306,109025.25194414143,107643.22333126796,105359.74619357249
2022-07-13,138467.37085582732,124612.90650046826,119199.05776709318,114611.75662910704,109055.5528989983,107692.74063912166,104806.4561199331
2022-07-14,134980.93014003756,120963.85412086011,115986.18647497892,112082.6719962335,107047.10986768726,106001.54701653255,104551.89838741414
2022-07-15,137715.17986156465,123593.05891288281,118200.03599280119,113532.43727791075,108310.97991621021,107181.29810753597,106549.37744013549
2022-07-18,137477.7863908005,123705.2970682478,117948.19654005766,113164.22386276488,107956.58413797383,106852.91225773586,105669.62407372642
2022-07-19,140960.02139141085,127077.69331992627,120725.08835333586,116016.02095710997,110631.13262120252,109161.84570116295,108524.72488991123
2022-07-20,139351.8719048691,126223.76545203687,119708.51796454191,115352.61117191557,110433.79205613141,109013.04920851006,109216.35963128289
2022-07-21,139000.09807064058,125630.91485846997,118637.84082907438,114592.08753241782,109881.76919468884,108558.78924409165,110328.5391272653
2022-07-22,138443.01879360198,125092.74355948926,117681.22125166655,113642.04893721823,108933.02008160595,107784.56873456253,109304.90376252311
2022-07-25,141761.18199779512,128564.53683722974,120369.25785368681,115796.75161589865,110706.22799674039,109279.14694003356,109437.7110996545
2022-07-26,141453.82400753023,128575.91641105176,120287.87884062529,115586.59020079856,110249.07549159054,108873.09951558366,108142.93258977763
2022-07-27,144280.9733376694,131249.3641954756,122407.36270064116,117597.74245299582,112280.19233576779,110640.62752690568,110951.00596463532
2022-07-28,145174.5130677414,132093.6482302046,122755.76276892424,118569.96025885825,113886.6726443005,112021.77840771926,112342.61245233132
2022-07-29,147788.09816600799,134763.64771522046,125014.72335325956,120936.36477111105,116444.57459967618,114220.96065190567,113980.41308840671
2022-08-01,145584.42153408052,132443.5936838484,123205.87786566495,119491.60607550864,115251.13005393033,113231.0506577803,113642.89285389324
2022-08-02,146402.3439965439,133484.17063010694,123627.85993086576,119352.63196395163,114992.65311278348,113022.50325452103,112893.1560099927
2022-08-03,143808.75363780977,131238.78638709546,121715.64800917386,118059.66000960593,114282.17364729886,112402.60692273392,114661.00860749249
2022-08-04,142634.0663590622,129965.55015815259,120652.99495207547,117447.24614547018,113614.85022200589,111818.03144297376,114583.539137454
2022-08-05,143660.67483379366,130822.95408881665,121808.87504851102,118260.12057708029,114362.0070213223,112544.02560553326,114389.88318181573
2022-08-08,144053.91319532396,130854.94538005354,122394.05902855634,118716.37420535329,114876.93393820767,112961.63091751828,114257.0669849554
2022-08-09,147072.46117658616,133570.37143596174,124574.45052614927,120101.37190171484,115556.8630183888,113619.65977193607,113803.36912457108
2022-08-10,148302.2684695244,134695.5326298094,125632.08703699827,121362.49989053015,116927.32738911634,114901.95092965855,116193.67969971188
2022-08-11,150519.51048154832,136710.1668308592,127392.48239222288,122691.89246484046,118108.56150044446,115971.24472131504,116193.67969971188
2022-08-12,153528.23681898118,139114.50869258406,129764.10539332152,124858.37215539221,119977.37295956616,117675.98390298619,118160.73444317975
2022-08-15,151602.06753416063,137418.5276172972,128473.15362253904,124102.5391666532,119285.46195645338,117041.53691106572,118647.64742744036
2022-08-16,152045.92601342202,138289.2362503481,128994.2670430255,124233.5477237821,119391.15622104173,117181.15129609837,118880.03811809789
2022-08-17,152694.99967904092,138841.36817020894,129276.50508685826,124153.72658563856,119129.97745543963,116937.96246948018,118036.23753181419
2022-08-18,154508.3313402653,140544.3005508852,130826.91800685645,125395.37561823134,120316.01087600237,117934.94099845662,118379.28623719957
2022-08-19,154603.63951821328,140309.38264317036,130252.38133044957,124573.3840617967,119381.49125033861,117098.47565269246,116788.52190218025
2022-08-22,155535.84802575113,141540.5062012148,130529.15573623418,124205.15203073744,118807.73495370394,116537.61909312979,114356.66805793945
2022-08-23,157735.4321817875,143379.9646439028,131716.58023383855,125046.68617571119,119390.77029792314,116993.00229987875,114080.02302111972
2022-08-24,161676.8969034672,147487.02608723164,134707.17644622564,127542.26426161054,121393.44009547716,118715.00301227346,114445.2033294507
2022-08-25,165070.53767724038,150569.8542885256,137116.77627876043,129998.52521265272,123517.24656236178,120482.989516256,116060.89894176739
2022-08-26,164127.62710518838,149779.99304432393,135736.7628758216,128279.56179559951,121646.21580350405,118930.46348762288,112132.33564516147
2022-08-29,162194.53377861978,148201.93761677266,134493.4929573798,127425.08622587446,120912.76323544985,118306.20209693685,111390.88264783986
2022-08-30,157031.43381447793,143127.24918980122,130675.80738380193,124259.82223243003,117995.77766196732,115882.43206727758,110168.0628565875
2022-08-31,154552.87561364175,141160.39665836812,129143.1925278449,123254.9719221807,116996.38039832597,115057.04622617498,109329.8084606336
2022-09-01,153499.76346917154,139883.35117573262,128472.72842223883,122508.96944843297,116381.34225184208,114553.18986118809,109672.87488547692
2022-09-02,155844.6732439518,141996.137625165,129871.78091438055,123294.6005366898,116840.6742857743,114929.10811442867,108516.4410433323
2022-09-06,154120.29972786905,139884.52314610005,128230.2468739295,122068.03255210881,115840.66133487708,114086.06055925862,108106.9709499233
2022-09-07,154677.45215935708,140435.4113487673,129220.57521255255,123433.64019618992,117460.3977059174,115450.78315447347,110049.11213555172
2022-09-08,156191.1132654667,141735.794290967,130304.39692695379,124350.35135208134,118408.6302956391,116269.12309908406,110768.4246701988
2022-09-09,158002.49603600503,143616.24997416022,131768.1419467926,125724.5671486092,119652.17573629385,117306.3254711105,112489.22324718458
2022-09-12,156784.37398858072,141924.5801972437,130974.7484331131,125274.02272887711,119541.14212081439,117380.82503354088,113698.24844044405
2022-09-13,154917.2106585026,140294.99320688727,128943.24606704712,122714.1720593596,116937.67696139819,115225.66971241967,108754.35134513279
2022-09-14,158121.00675911905,142762.46704950812,131104.26428318024,124463.8532765532,118268.61990639693,116334.0323623325,109169.34104968474
2022-09-15,155442.11944146157,140359.52644815922,129428.10360145569,123304.77021819596,117039.66967952735,115286.64832718388,107929.90926662974
2022-09-16,153339.09272713662,138505.77215662482,127995.72162293433,122250.80675335412,115749.08643313413,114121.97942341343,107106.5214958731
2022-09-19,155451.33012337686,140918.37684717658,129458.96620224952,123629.9585706759,117005.90011759763,115119.84896458164,107937.12994573328
2022-09-20,154171.94315285684,139642.97474756718,128510.15113877296,121856.52159912114,115346.51265991693,113726.96308470026,106698.17658804219
2022-09-21,152301.42658181192,138030.70947351935,126444.53162430762,119992.75899726873,113465.40996826654,112021.33195197835,104836.95130701823
2022-09-22,151832.70804162027,137039.16611185553,125598.67699479104,119074.30152446752,112352.66790092952,110998.95788745658,103956.32968717095
2022-09-23,144805.20556969644,130673.88494577886,120694.6014103794,114905.73799068456,108491.01562584405,107629.11212629096,102214.55127200458
2022-09-26,140928.15200371743,127246.67886057378,118979.71913193702,113352.06685382848,106773.91335953241,105978.34778875129,101203.38154591106
2022-09-27,144204.58798928262,130233.16008081914,121088.2904515171,114940.42837745672,108113.20962418085,107028.73989034431,100945.04956885458
2022-09-28,149697.25078911782,135017.552975564,124869.14617585181,118400.58593208318,111424.00968445306,110099.49662042395,102931.28562552389
2022-09-29,147148.00970406533,132351.75734034064,122729.82359360695,116087.88035327916,109074.85693102365,108048.08573081747,100781.12686361076
2022-09-30,146086.30528588296,131394.93824472907,121705.19165848731,114961.79095778232,108222.13937759883,107418.51746094481,99222.70053930055
2022-10-03,151342.5009645939,135846.30055704596,125987.57651185035,118862.10157522922,111813.85085206038,110675.10261890666,101842.30975969137
2022-10-04,157330.00461144448,141478.90566721442,131073.80519150733,124015.52929053073,116262.67566399579,114513.63608906046,104998.05661845232
2022-10-05,155842.72592873574,139829.62967768195,130259.07152985572,123550.33593115573,115738.71086983687,113923.64721953646,104753.5901172204
2022-10-06,156793.97270913125,140709.33060541633,130956.83251618384,123914.87220701938,115855.10823159224,114005.3108462073,103672.97783552748
2022-10-07,155649.3618769169,139392.35690393928,129704.10061692238,122633.58133635289,114632.11332039839,112982.50953662174,100781.12686361076
2022-10-10,156475.8029818058,139695.1291932154,129162.70902298926,122020.6622746921,114168.26312928206,112631.3073853232,100011.6594033132
2022-10-11,153426.19700188638,136846.53673258307,126619.75335358619,120409.62090811496,113119.12225060469,111762.813675759,99378.2862395917
2022-10-12,152801.26682229043,136066.11456385136,126114.45221756936,119744.85026297336,112474.19481110579,111213.44500869051,99050.45854856199
2022-10-13,157162.711333704,139896.17248621467,129240.46885346412,122638.92695364718,114962.24233460432,113287.07546942966,101664.52157862295
2022-10-14,149470.85564370156,132701.83823481086,123981.45658921241,118288.8565438724,111273.06226944929,110206.49387019413,99347.7113149459
2022-10-17,151229.48119301797,134252.07415857795,125395.33599137305,119726.19709188705,112742.5859700442,111430.84455105798,101900.65993463116
2022-10-18,153434.33767647744,136680.8988198328,127266.0036091709,121401.43183239226,114308.39131205087,112741.80732039467,103097.94598701678
2022-10-19,153730.51035256387,136539.10182276252,127016.5453190708,121052.872624476,113730.18320478922,112243.6624953367,102367.34615767287
2022-10-20,154462.36666436197,137334.09424295905,127896.34251069068,121270.81984432464,113161.68686499124,111760.35702963846,101508.97131724768
2022-10-21,158922.43389077188,141337.8317421961,131667.6658787632,124742.62531383758,116323.19400038247,114397.13161917703,103975.77679224122
2022-10-24,159108.8166727543,141025.97428980353,131159.81294297217,124722.66549022918,116529.53993238932,114571.57834006325,105248.07816974302
2022-10-25,161533.76010079385,143687.1394967127,133003.5944371128,126408.1463480783,117938.64967741496,115762.76592780129,106928.72445507573
2022-10-26,162428.16191430093,144110.67053690436,133856.4291157627,127005.32141216521,118372.69008841044,116096.74067746178,106123.12702007359
2022-10-27,163161.3257250309,144538.44847574714,134101.720253458,127741.98001964812,119031.51803850656,116803.3134856321,105556.43217651558
2022-10-28,163241.65505166055,144929.57909479618,135258.91748093604,130095.94158275847,121229.96123957162,118866.86328104988,108067.6780519795
2022-10-31,166187.439723444,147524.44871988776,137268.1618351841,131976.1017008615,122797.19172739511,120137.6512811567,107287.07391237745
2022-11-01,166663.93308205606,148253.72020807746,138166.74128769874,132880.5238390756,123520.38820909982,120766.26675395027,106817.60573444185
2022-11-02,159582.95931191446,142602.92945185187,133367.5488247776,128783.94455440764,119678.47371935373,117352.83854655281,104136.89982313324
2022-11-03,161522.47160286905,144850.4661034632,135023.946815958,130568.5620928598,120869.81985163217,118227.81085566536,103064.60682693504
2022-11-04,161503.74962563516,144828.6831215906,135623.7873845005,131091.11320598845,121512.04119944101,118821.86829928413,104548.02668585803
2022-11-07,161226.9528345585,144485.49477472785,135473.78685807227,130987.67957027678,121528.67202257639,118897.5023961927,105548.09517156289
2022-11-08,164142.77682442666,147212.95964899543,137580.44289444922,132467.74642284637,122679.42327188974,119883.71437319773,106117.57197001477
2022-11-09,159168.465404768,143161.1188480616,134292.09019425392,130022.25973693137,120430.32959614282,117875.46975594538,103931.32753204189
2022-11-10,163845.33699824335,148091.19640467167,138368.52805283546,133653.58172122244,123957.70045547967,121031.57850270288,109642.77838619504
2022-11-11,159270.3090403271,144031.6245472193,135503.3075938511,131112.43275347952,122015.5753429461,119261.29091839807,110703.97900173359
2022-11-14,162099.00832011225,146648.96027109626,136670.7531886387,131976.49964228872,122545.9885738421,119726.9442596914,109762.23411178161
2022-11-15,162034.15422083857,146843.57514307502,137498.04435685158,132904.5605839849,123384.14978691583,120451.85323819178,110698.3973724879
2022-11-16,159864.29078700067,144394.97092554573,135905.92352250102,131709.12607280022,122193.98996063715,119464.68854245203,109853.92344680314
2022-11-17,161466.23715617182,144879.26605722908,136759.65211441994,132474.37608615163,122812.15435310846,120062.17648037928,109517.75875082075
2022-11-18,161554.81765391352,144957.2414829493,137399.87046769142,133438.4785050512,123580.84497025018,120712.86258099573,110015.02875823723
2022-11-21,162216.18229319574,145395.71878550056,137104.07072403908,133169.15051547295,123213.40158928401,120470.06560978908,109615.02085535899
2022-11-22,165705.68426539423,149062.413361764,139848.20857956886,135516.57491198782,125387.61695564754,122315.2165001394,111090.11256905827
2022-11-23,165252.3070833874,148593.04962275032,139808.0447383213,135527.04067317254,125197.98128021724,122115.35396275538,111790.13747375637
2022-11-25,167353.9366800976,150583.29651377205,141372.46890976906,137108.7874573827,126457.2096299029,123192.98912320155,111765.1353186273
2022-11-28,164427.35071589472,147577.1577694178,139362.2735286045,135055.32074824575,124436.58037270076,121415.8286236288,109981.68959815548
2022-11-29,164777.8084566784,148029.15534327034,140046.2664332676,135741.10551730398,125238.62338531978,122085.79409298915,109792.80017669844
2022-11-30,168971.02459742548,152118.30292627815,143917.9886622715,139177.9832753301,128314.50877773768,124776.38675156611,113251.33713244417
2022-12-01,166068.9267885876,149095.97154352668,141648.3790126133,137239.93266955618,126651.27882528788,123336.71862956064,113167.99366210429
2022-12-02,167320.60983302118,149684.12824366096,142617.45248368263,138059.9751881719,127436.94689322001,124016.35584422128,113037.45441558704
2022-12-05,166033.332176466,147884.96303675178,141222.18248703956,136376.01418200735,125557.57468367106,122378.44903918283,111003.98714382449
2022-12-06,163589.52519251825,145643.59648249153,139400.2224879551,135121.6159619451,124548.773437028,121454.64810534494,109403.88465447987
2022-12-07,163296.25005366327,145098.06781885627,139370.06561234474,135052.33219615225,124491.9371352244,121438.77547427194,109217.7594684588
2022-12-08,163216.78185679438,144998.91103098396,139667.38324692726,135407.24064139609,124748.71588320262,121635.68791319864,110073.37007344804
2022-12-09,160997.3882563305,143193.4492161036,137857.09884598732,133799.28327254538,123260.57660097606,120364.65074088113,109251.08976881157
2022-12-12,161887.82538249018,144394.98927805427,139214.6941600132,134948.29437712912,124314.36770487315,121290.55881583231,110826.20782248504
2022-12-13,162498.72747828485,145169.77800104622,139640.8368907261,135494.17078093774,124859.0986308909,121759.85516930358,111665.12669811102
2022-12-14,161260.6704867077,143929.43028376106,139168.7037806797,135164.81078986413,124464.46034239298,121527.77181134003,110951.19201894352
2022-12-15,160463.29290415766,142861.92514536384,138017.76414444923,134004.11363677267,122611.22429655558,119898.66911206025,108237.1558072821
2022-12-16,159691.94544627191,142177.68619272712,136943.34307816505,133177.1125362325,121972.48162987715,119401.47353823917,106959.28166026359
2022-12-19,158412.69997431757,141064.9989864588,135828.4085765171,132258.07803611044,121197.87782052046,118698.31591971652,106052.3112064851
2022-12-20,158900.92836405756,141442.0468723536,136007.86816361427,132756.19892958883,121697.24078515058,119125.72099288242,106197.43356687283
2022-12-21,160581.6022837353,143290.2309925318,137863.76386979103,134795.02023581747,123672.38447716719,120778.58045308369,107785.34506916658
2022-12-22,158220.08208491327,140690.79689905647,136305.68973496437,133169.0412433553,122248.84884026533,119626.43795697468,106247.659370355
2022-12-23,158840.0297415018,141156.54518667702,136708.54241890908,133599.02463651187,122676.19816237217,120099.08797303456,106858.81233384131
2022-12-27,156695.06904432774,139038.92659536842,135909.99185128213,132978.76787114626,122219.54770254856,119799.93877286214,106437.41704525027
2022-12-28,154587.87476751805,137055.60404364113,133617.0851053715,130572.92728066928,120102.31376719242,117959.08930367726,105114.62407239745
2022-12-29,154919.66547033787,137505.64059607033,134462.6741098881,131331.6618845511,120860.02939295536,118638.77512425679,107006.72550885189
2022-12-30,155344.29537222386,137754.25398794655,134848.24081368448,131639.0376493979,121000.05048632389,118729.78206044453,106724.85323194496
2023-01-03,152885.83232586386,135679.86153952125,133120.08699746133,130371.33364797122,120044.63894793278,117744.59496926563,106275.56751658343
2023-01-04,153992.04410641195,136928.2382790232,134452.4166864872,131973.86725926882,121486.3384146381,119010.08027028339,107096.02271705383
2023-01-05,155090.66181080343,137783.98431555275,134974.9962305546,132179.5640575934,121613.01337191349,119068.01940166252,105873.69907062329
2023-01-06,159102.62545864584,141634.45840231422,137836.28037209512,135235.18313528545,124379.4713922382,121497.10796070832,108301.61919520525
2023-01-09,158972.2904729128,141634.900945344,138181.18926949502,135073.90482164867,124206.86544569737,121238.5219163968,108240.2124137738
2023-01-10,159503.12477581503,141926.14911810402,138692.55805916787,135931.5923006678,125237.43884428746,122162.33818722505,108999.2962717286
2023-01-11,161195.76941578387,142834.34086004738,139591.93527932168,136868.71246458538,125989.4559236408,122808.2186684491,110377.88781758031
2023-01-12,163794.80395405294,145335.65115515236,141739.64500374795,138792.9986078883,127691.67188162572,124234.67039284486,110779.75626354045
2023-01-13,163795.93764011862,145381.83591619972,142188.9388880253,139192.0332958842,127900.60070605046,124393.27492890137,111209.50627654209
2023-01-17,163550.8264607668,145061.8563057566,141922.63472695352,138856.71789003856,127352.41428084142,123896.55589470643,111005.79452853263
2023-01-18,161919.39754383566,143793.59322897438,140597.46961159707,137450.07746721752,125917.00031752355,122581.35876259583,109253.22496349127
2023-01-19,160677.0450295687,142319.062513032,139746.39430947305,136575.62839914806,125099.26245589025,121853.69163880128,108457.87823489745
2023-01-20,162134.7157162905,143823.68775717262,141066.0255274296,137915.7803776408,126334.6572970844,122889.57896992462,110478.34828427361
2023-01-23,163479.77643482684,145457.99450079445,142381.0928797245,139380.91168142803,127504.55039591558,123692.7306977536,111803.94093147822
2023-01-24,163024.28050510882,144720.89194647316,141892.20313973428,139120.58350683696,127419.60577769048,123758.92876827973,111683.94476242505
2023-01-25,162137.3453168154,144081.38986746315,141368.45065255166,139067.40981318004,127504.58147711522,123971.70791447419,111725.81584149662
2023-01-26,164123.42124073507,146039.44914404396,143462.8052515507,140745.81102777965,129262.95932669408,125398.88468189973,112953.72111717283
2023-01-27,164318.3834504366,145840.70149008278,143506.0905222416,140651.51923300273,129053.3675364948,125109.40196247834,113213.25801736808
2023-01-30,161738.07339947225,143579.0979363108,141575.81772561074,138869.28672052867,127609.216755817,123833.20972653168,111792.78653271582
2023-01-31,164878.81887905597,146327.60662619118,144293.38120980264,141268.87941576488,129748.56349306827,125717.7712178399,113436.5143274664
2023-02-01,165565.18086521627,147181.21281973366,145131.1205057621,142266.12452723033,130709.11204586751,126664.96740199822,114642.08422643092
2023-02-02,163052.57134907247,144486.0912453318,142414.01013131143,139629.06210543163,128688.17644743687,124929.63629194039,116310.92049305809
2023-02-03,162772.6449231386,144268.09224478249,141824.34194893838,138691.13279177196,127845.02944044834,124216.74025007027,115074.6516332423
2023-02-06,163544.8790807009,144928.7533547068,141935.18104500772,138357.33224607952,127571.18163637882,123841.29862066048,114371.38406774432
2023-02-07,162216.20555775164,144168.60652700905,141428.29849190713,138478.31883360393,127635.17119625813,123937.37253816385,115867.20754721327
2023-02-08,161885.1815842867,143896.12608877663,141126.54805703164,138110.42303492076,127252.97438362843,123453.8090463044,114600.2220070883
2023-02-09,162504.98149387838,144439.99826208595,141657.7271265507,138274.92654444225,127081.93381241566,123228.07067922372,113606.74515973072
