,SB1: Wide Buffer (No Swap),Swap10: Force Swap (Cap 10),Swap15: Force Swap (Cap 15),Swap20: Force Swap (Cap 20),Swap25: Force Swap (Cap 25),Swap30: Force Swap (Cap 30),S&P 500
2021-09-23,117217.9888185501,114790.09755306006,111628.18341210841,110677.96917042734,109955.45878993989,108233.35371058469,121277.86174339797
2021-09-24,117249.36481609344,114916.50778751135,111418.99799684047,110553.03482327463,109896.36807643891,108191.20252650266,121477.63091201962
2021-09-27,119297.2388853073,117170.74357394932,113657.2275546026,112653.60520604135,111530.42913991929,109543.312268076,121130.09918377975
2021-09-28,118664.8658498764,116317.99067096472,112939.47850064753,111752.52266295435,110615.69276018144,108801.52021983152,118689.0932395218
2021-09-29,118830.57872142791,116652.60970668554,113309.55115155695,112196.15286238672,110909.46895761491,109045.25928881651,118888.88898733033
2021-09-30,116959.55885066986,114364.73506908177,111712.08794431208,110789.78906615259,109616.58356256486,107981.39620593077,117435.78712091324
2021-10-01,120443.80192699432,117592.71456699133,114253.51110867976,113269.74651701929,111671.47937500001,109681.14023526198,118831.40706582875
2021-10-04,122016.28327312469,118645.08244113684,115445.37439755915,114193.99210722925,112192.94721710206,110122.70025189406,117298.94860710441
2021-10-05,122496.29461612701,118474.97154788733,115715.3557036352,114659.5201471615,112429.74282752992,110311.66449101454,118519.4471493689
2021-10-06,121969.9013437271,118188.9745157218,115248.14069966791,114503.62471945764,112280.91958152772,110190.15932591444,119012.01264070689
2021-10-07,123001.84482178687,119339.41187430144,116099.04870283602,115364.43356556894,113120.00559555055,110878.3070188523,120040.95498309698
2021-10-08,123829.97483620643,119642.96811247588,116361.48749792574,115700.01118534568,113369.80721852303,111081.5566756869,119822.03108046079
2021-10-11,123769.5437162876,119185.62280035735,115539.87849104403,114986.43651646138,112761.09223454476,110584.34837147241,118954.56615812116
2021-10-12,123949.17159256934,119426.36306334258,115615.33605635165,115253.08882301809,112939.04898081781,110723.17706184869,118661.73439648899
2021-10-13,123834.2036093235,119417.38033819915,115618.40061247347,115207.16314762595,112936.17089095117,110711.92264683252,119088.64043649402
2021-10-14,125454.17865166663,120616.46090460538,116804.11123526095,116458.92036312583,114001.25648417474,111577.30460903651,121091.78971575065
2021-10-15,125320.35379586219,120109.27866125823,116577.49930822848,116291.50536888602,113999.7379677105,111570.82763962274,122013.9900436138
2021-10-18,126465.24086937903,121143.55496931792,117254.61766302584,116843.77620571615,114399.5759330845,111897.05613087183,122375.20119337004
2021-10-19,127214.74570641517,122252.16608191252,118238.69200003146,117750.12740286352,115184.73004714012,112528.82798371799,123319.32935041265
2021-10-20,127278.6247004032,122407.71656370879,118957.83670675753,118378.49168880942,115804.5365134144,113040.91775424487,123803.68187300341
2021-10-21,126643.63438401221,121952.02580786467,118348.19067823885,118401.08370216849,115681.17396821023,112936.64796552187,124126.58355473059
2021-10-22,127176.18963036536,122488.27310515166,118859.8808428049,118660.77974613669,115954.06370226861,113160.4326556731,123997.97572912689
2021-10-25,127837.13491997718,123875.28612089873,119872.14806234835,119371.97960194113,116932.41659562112,113965.15848536976,124662.94268632476
2021-10-26,127689.98079476356,123278.77470732451,119858.42025244235,119462.49961765768,116830.44413143636,113875.00403649337,124775.16001334986
2021-10-27,125479.02162537574,121647.9539313388,118142.7135015726,117643.37419470312,115011.35368446828,112401.70718026168,124222.3838039902
2021-10-28,127234.12087044715,122864.50026655912,119761.73819601534,119764.88641794682,116972.62036804677,114015.48022721297,125420.98995599107
